Quantitation Report - 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
MS Integ Params:,,Known_IPLs_Marine_11_14_2018,,,,Quant Time:,11/16/2018 2:27:23 PM,,,,,,
20,,,3.28,744.56202,,,,-0.25,,,,FALSE,
21,MGDG-34:7,,3.32,743.47287,85572987,N/A,,-0.21,,,,FALSE,
21,,,3.32,760.49942,,,,-0.21,,,,FALSE,
21,,,3.34,765.45482,,,,-0.19,,,,FALSE,
22,MGDG-36:2,,3.56,800.62462,401363,N/A,,0.02,,,,FALSE,
22,,,3.56,805.58002,,,,0.02,,,,FALSE,
22,,,N/F,783.59808,N/F,,,N/F,,,,FALSE,
23,MGDG-37:3,,3.50,814.64027,34152,N/A,,-0.05,,,,FALSE,
23,,,N/F,797.61373,N/F,,,N/F,,,,FALSE,
23,,,N/F,819.59567,N/F,,,N/F,,,,FALSE,
24,MGDG-32:2,,3.34,742.54637,8062335,N/A,,-0.26,,,,FALSE,
24,,,3.83,725.51982,,,,0.23,,,,FALSE,
24,,,3.31,747.50177,,,,-0.29,,,,FALSE,
25,HPH-GDGT-5,,N/F,1695.30857,N/F,N/F,,N/F,,,,FALSE,
25,,,N/F,1712.33512,N/F,,,N/F,,,,FALSE,
25,,,N/F,1717.29052,N/F,,,N/F,,,,FALSE,
26,MGDG-33:0,,3.26,760.59332,329726,N/A,,-0.36,,,,FALSE,
26,,,N/F,743.56677,N/F,,,N/F,,,,FALSE,
26,,,N/F,765.54872,N/F,,,N/F,,,,FALSE,
27,MGDG-31:0,,N/F,717.55112,N/F,N/A,,N/F,,,,FALSE,
27,,,3.80,734.57767,,,,0.17,,,,FALSE,
27,,,3.78,739.53307,,,,0.15,,,,FALSE,
28,MGDG-32:0,,3.27,729.55112,29012486,N/A,,-0.36,,,,FALSE,
28,,,3.26,746.57767,,,,-0.37,,,,FALSE,
28,,,3.26,751.53307,,,,-0.37,,,,FALSE,
29,MGDG-31:1,,3.31,715.53547,9251905,N/A,,-0.33,,,,FALSE,
29,,,3.37,732.56202,,,,-0.27,,,,FALSE,
29,,,N/F,737.51742,N/F,,,N/F,,,,FALSE,
30,MGDG-36:0,,N/F,787.62938,N/F,N/A,,N/F,,,,FALSE,
30,,,3.52,804.65592,,,,-0.13,,,,FALSE,
30,,,3.51,809.61132,,,,-0.14,,,,FALSE,
31,MGDG-28:1,,3.49,673.48852,15383814,N/A,,-0.17,,,,FALSE,
31,,,3.51,690.51507,,,,-0.15,,,,FALSE,
31,,,3.51,695.47047,,,,-0.15,,,,FALSE,
32,Gly-GDGT-3,,N/F,1457.32072,N/F,N/F,,N/F,,,,FALSE,
32,,,N/F,1474.34727,N/F,,,N/F,,,,FALSE,
32,,,N/F,1479.30266,N/F,,,N/F,,,,FALSE,
33,MGDG-30:2,,3.42,699.50417,50066031,N/A,,-0.26,,,,FALSE,
33,,,3.43,716.53072,,,,-0.25,,,,FALSE,
33,,,3.44,721.48612,,,,-0.24,,,,FALSE,
34,MGDG-30:3,,3.48,697.48852,5671715,N/A,,-0.24,,,,FALSE,
34,,,3.45,714.51507,,,,-0.27,,,,FALSE,
34,,,4.20,719.47047,,,,0.48,,,,FALSE,
35,MGDG-30:0,,3.84,720.56202,14200320,N/A,,0.02,,,,FALSE,
35,,,3.83,725.51742,,,,0.01,,,,FALSE,
35,,,3.91,703.53547,,,,0.09,,,,FALSE,
36,HPH-GDGT-0,,N/F,1705.38682,N/F,N/F,,N/F,,,,FALSE,
36,,,N/F,1722.41337,N/F,,,N/F,,,,FALSE,
36,,,N/F,1727.36877,N/F,,,N/F,,,,FALSE,
37,HPH-GDGT-2,,N/F,1701.35552,N/F,N/F,,N/F,,,,FALSE,
37,,,N/F,1718.38207,N/F,,,N/F,,,,FALSE,
37,,,N/F,1723.33747,N/F,,,N/F,,,,FALSE,
38,Gly-GDGT-5,,N/F,1453.28942,N/F,N/F,,N/F,,,,FALSE,
38,,,N/F,1470.31597,N/F,,,N/F,,,,FALSE,
38,,,N/F,1475.27136,N/F,,,N/F,,,,FALSE,
39,MGDG-41:3,,N/F,853.67633,N/F,N/F,,N/F,,,,FALSE,
39,,,N/F,870.70287,N/F,,,N/F,,,,FALSE,
39,,,N/F,875.65827,N/F,,,N/F,,,,FALSE,
40,MGDG-27:2,,N/F,659.47287,N/F,N/A,,N/F,,,,FALSE,
40,,,4.02,676.49942,,,,-0.27,,,,FALSE,
40,,,4.39,681.45482,,,,0.10,,,,FALSE,
41,MGDG-24:0,,4.66,619.44157,1042929,N/A,,0.19,,,,FALSE,
41,,,4.86,636.46812,,,,0.39,,,,FALSE,
41,,,4.22,641.42352,,,,-0.25,,,,FALSE,
41,,,4.66,619.44157,,,,0.03,,,,FALSE,
41,,,4.86,636.46812,,,,0.23,,,,FALSE,
41,,,4.22,641.42352,,,,-0.41,,,,FALSE,
42,Gly-OH-GDGT-0,,N/F,1479.36258,N/F,N/F,,N/F,,,,FALSE,
42,,,N/F,1496.38913,N/F,,,N/F,,,,FALSE,
42,,,N/F,1501.34453,N/F,,,N/F,,,,FALSE,
43,Gly-OH-GDGT-4,,N/F,1471.29998,N/F,N/F,,N/F,,,,FALSE,
43,,,N/F,1488.32653,N/F,,,N/F,,,,FALSE,
43,,,N/F,1493.28193,N/F,,,N/F,,,,FALSE,
44,Gly-Cer-22:2,,6.13,586.43134,613,N/A,,0.18,,,,FALSE,
44,,,5.74,603.45789,,,,-0.21,,,,FALSE,
44,,,N/F,608.41329,N/F,,,N/F,,,,FALSE,
45,Gly-dGly-DAG-13:2,,6.46,607.29603,424,N/A,,-0.42,,,,FALSE,
45,,,N/F,624.32258,N/F,,,N/F,,,,FALSE,
45,,,N/F,629.27798,N/F,,,N/F,,,,FALSE,
46,Gly-dGly-DAG-15:2,,7.10,635.32733,559,N/A,,-0.33,,,,FALSE,
46,,,N/F,652.35388,N/F,,,N/F,,,,FALSE,
46,,,N/F,657.30928,N/F,,,N/F,,,,FALSE,
47,Gly-Cer-25:6,,7.65,592.38439,1584,N/A,,0.18,,,,FALSE,
47,,,7.78,609.41094,,,,0.31,,,,FALSE,
47,,,N/F,614.36634,N/F,,,N/F,,,,FALSE,
48,DGTS-40:1,,7.59,822.71813,6463608,N/A,,0.05,,,,FALSE,
48,,,7.58,839.74468,,,,0.04,,,,FALSE,
48,,,N/F,844.70008,N/F,,,N/F,,,,FALSE,
49,DGTS-36:2,,7.62,784.60617,10487396,N/A,,0.07,,,,FALSE,
49,,,7.64,762.62423,,,,0.09,,,,FALSE,
49,,,N/F,779.65078,N/F,,,N/F,,,,FALSE,
50,Gly-Cer-21:6,,N/F,564.35309,N/F,N/F,,N/F,,,,FALSE,
50,,,N/F,581.37964,N/F,,,N/F,,,,FALSE,
50,,,N/F,586.33504,N/F,,,N/F,,,,FALSE,
51,1-GLC-CER,,7.47,728.60349,123433,N/A,,-0.12,,,,FALSE,
51,,,N/F,745.63004,N/F,,,N/F,,,,FALSE,
51,,,7.86,750.58544,,,,0.27,,,,FALSE,
52,DGTS-36:4,,7.66,758.59293,9447248,N/A,,0.04,,,,FALSE,
52,,,7.64,780.57487,,,,0.02,,,,FALSE,
52,,,N/F,775.61948,N/F,,,N/F,,,,FALSE,
53,DGTS-38:0,,7.61,786.62423,2900253,N/A,,-0.02,,,,FALSE,
53,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
53,,,7.61,808.60617,,,,-0.02,,,,FALSE,
53,,,7.61,786.62423,,,,-0.07,,,,FALSE,
53,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
53,,,7.61,808.60617,,,,-0.07,,,,FALSE,
54,DGTS-33:1,,7.67,746.59052,3890003,N/A,,0.03,,,,FALSE,
54,,,7.72,724.60858,,,,0.08,,,,FALSE,
54,,,8.14,741.63513,,,,0.50,,,,FALSE,
55,DGTS-34:2,,7.69,736.60858,21749585,N/A,,0.03,,,,FALSE,
55,,,7.69,736.60858,,,,-0.08,,,,FALSE,
55,,,7.66,758.59052,,,,0.00,,,,FALSE,
55,,,8.08,753.63513,,,,0.42,,,,FALSE,
55,,,8.08,753.63513,,,,0.31,,,,FALSE,
55,,,7.66,758.59052,,,,-0.11,,,,FALSE,
56,DGTS-38:5,,7.61,786.62423,1450126,N/A,,-0.07,,,,FALSE,
56,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
56,,,7.61,808.60617,,,,-0.07,,,,FALSE,
57,DGTS-32:1,,7.75,710.59293,13720747,N/A,,0.06,,,,FALSE,
57,,,7.70,732.57487,,,,0.01,,,,FALSE,
57,,,7.70,727.61948,,,,0.01,,,,FALSE,
58,DGTS-37:5,,7.62,772.60858,98134,N/A,,-0.08,,,,FALSE,
58,,,N/F,789.63513,N/F,,,N/F,,,,FALSE,
58,,,N/F,794.59052,N/F,,,N/F,,,,FALSE,
59,DGTS-36:6,,7.69,754.56163,5143932,N/A,,-0.02,,,,FALSE,
59,,,N/F,771.58818,N/F,,,N/F,,,,FALSE,
59,,,7.59,776.54357,,,,-0.12,,,,FALSE,
60,DGTS,,7.76,712.60858,7354262,N/A,,0.03,,,,FALSE,
60,,,7.69,734.59052,,,,-0.04,,,,FALSE,
60,,,7.74,729.63513,,,,0.01,,,,FALSE,
61,DGTS-34:4,,7.70,732.57728,12995791,N/A,,-0.03,,,,FALSE,
61,,,7.69,754.55922,,,,-0.04,,,,FALSE,
61,,,7.26,749.60383,,,,-0.47,,,,FALSE,
62,DGTS-30:1,,7.81,682.56163,5538990,N/A,,0.07,,,,FALSE,
62,,,7.75,704.54357,,,,0.01,,,,FALSE,
62,,,N/F,699.58818,N/F,,,N/F,,,,FALSE,
63,DGTS-36:5,,7.67,756.57728,21494582,N/A,,-0.07,,,,FALSE,
63,,,7.67,756.57728,,,,-0.10,,,,FALSE,
63,,,7.90,773.60383,,,,0.13,,,,FALSE,
63,,,7.62,778.55922,,,,-0.15,,,,FALSE,
63,,,7.67,756.57728,,,,-0.08,,,,FALSE,
63,,,7.90,773.60383,,,,0.15,,,,FALSE,
63,,,7.62,778.55922,,,,-0.13,,,,FALSE,
63,,,7.90,773.60383,,,,0.16,,,,FALSE,
63,,,7.62,778.55922,,,,-0.12,,,,FALSE,
64,DGTS-31:0,,7.79,698.59293,1472235,N/A,,0.03,,,,FALSE,
64,,,7.78,715.61948,,,,0.02,,,,FALSE,
64,,,7.75,720.57487,,,,-0.01,,,,FALSE,
65,DGTS-29:0,,7.86,670.56163,2005952,N/A,,0.09,,,,FALSE,
65,,,7.82,687.58818,,,,0.05,,,,FALSE,
65,,,7.77,692.54357,,,,0.00,,,,FALSE,
66,DGTS-34:0,,7.72,740.63988,15681968,N/A,,-0.05,,,,FALSE,
66,,,7.70,757.66643,,,,-0.07,,,,FALSE,
66,,,7.69,738.62423,,,,-0.50,,,,FALSE,
66,,,8.09,755.65078,,,,-0.10,,,,FALSE,
66,,,8.12,760.60617,,,,-0.07,,,,FALSE,
66,,,7.64,762.62183,,,,-0.13,,,,FALSE,
67,DGTS-34:1,,7.69,738.62423,46263574,N/A,,-0.08,,,,FALSE,
67,,,7.62,760.60617,,,,0.02,,,,FALSE,
67,,,7.69,738.62423,,,,0.09,,,,FALSE,
67,,,8.09,755.65078,,,,0.49,,,,FALSE,
67,,,8.09,755.65078,,,,0.32,,,,FALSE,
67,,,7.62,760.60617,,,,-0.15,,,,FALSE,
68,DGTS-34:3,,7.69,734.59293,12039629,N/A,,-0.08,,,,FALSE,
68,,,N/F,751.61948,N/F,,,N/F,,,,FALSE,
68,,,7.67,756.57487,,,,-0.10,,,,FALSE,
69,DGTS-35:1,,7.66,750.62423,555055,N/A,,-0.12,,,,FALSE,
69,,,8.07,767.65078,,,,0.29,,,,FALSE,
69,,,7.62,772.60617,,,,-0.16,,,,FALSE,
70,DGTS-39:1,,7.61,808.70248,265006,N/A,,-0.17,,,,FALSE,
70,,,7.59,825.72903,,,,-0.19,,,,FALSE,
70,,,7.97,830.68443,,,,0.19,,,,FALSE,
71,DGTS-28:1,,7.85,654.53033,1362015,N/A,,0.06,,,,FALSE,
71,,,7.78,676.51227,,,,-0.01,,,,FALSE,
71,,,7.61,671.55688,,,,-0.18,,,,FALSE,
72,DGTS-37:2,,7.61,778.65553,73787,N/A,,-0.18,,,,FALSE,
72,,,N/F,795.68208,N/F,,,N/F,,,,FALSE,
72,,,7.58,800.63748,,,,-0.21,,,,FALSE,
73,DGTS-30:0,,7.82,684.57728,3936706,N/A,,0.01,,,,FALSE,
73,,,7.76,706.55922,,,,-0.05,,,,FALSE,
73,,,7.81,701.60383,,,,0.00,,,,FALSE,
74,DGTS-36:3,,7.62,760.60858,19492007,N/A,,-0.19,,,,FALSE,
74,,,7.63,777.63513,,,,-0.18,,,,FALSE,
74,,,7.62,782.59052,,,,-0.19,,,,FALSE,
75,DGTS-34:5,,7.72,730.56163,9516508,N/A,,-0.10,,,,FALSE,
75,,,N/F,747.58818,N/F,,,N/F,,,,FALSE,
75,,,7.68,752.54357,,,,-0.14,,,,FALSE,
76,DGTS-34:6,,7.71,728.54598,5944470,N/A,,-0.14,,,,FALSE,
76,,,N/F,745.57253,N/F,,,N/F,,,,FALSE,
76,,,7.67,750.52792,,,,-0.18,,,,FALSE,
77,DGTS-28:0,,7.88,656.54598,8541313,N/A,,0.02,,,,FALSE,
77,,,7.86,673.57253,,,,0.00,,,,FALSE,
77,,,7.78,678.52792,,,,-0.08,,,,FALSE,
78,DGTS-32:0,,7.76,712.60858,7353931,N/A,,-0.11,,,,FALSE,
78,,,7.74,729.63513,,,,-0.13,,,,FALSE,
78,,,7.69,734.59052,,,,-0.18,,,,FALSE,
79,DGTS-38:1,,7.62,794.68683,923715,N/A,,-0.25,,,,FALSE,
79,,,7.66,811.71338,,,,-0.21,,,,FALSE,
79,,,7.58,816.66878,,,,-0.29,,,,FALSE,
80,DGTS-26:2,,8.37,624.48338,20004,N/A,,0.48,,,,FALSE,
80,,,N/F,641.50993,N/F,,,N/F,,,,FALSE,
80,,,7.86,646.46532,,,,-0.03,,,,FALSE,
81,DGTS-32:2,,7.75,708.57728,7986257,N/A,,-0.14,,,,FALSE,
81,,,8.16,725.60383,,,,0.27,,,,FALSE,
81,,,7.72,730.55922,,,,-0.17,,,,FALSE,
82,DGTS-34:8,,N/F,712.51468,N/F,N/F,,N/F,,,,FALSE,
82,,,N/F,729.54123,N/F,,,N/F,,,,FALSE,
82,,,N/F,734.49662,N/F,,,N/F,,,,FALSE,
83,DGTS-27:0,,7.91,642.53033,1217195,N/A,,0.01,,,,FALSE,
83,,,7.88,659.55688,,,,-0.02,,,,FALSE,
83,,,7.66,664.51227,,,,-0.24,,,,FALSE,
84,DGTS-32:3,,7.76,706.56163,8153991,N/A,,-0.16,,,,FALSE,
84,,,7.96,723.58818,,,,0.04,,,,FALSE,
84,,,7.71,728.54357,,,,-0.21,,,,FALSE,
85,DGTS-26:0,,7.96,628.51468,876398,N/A,,0.02,,,,FALSE,
85,,,7.92,645.54123,,,,-0.02,,,,FALSE,
85,,,8.25,650.49662,,,,0.31,,,,FALSE,
86,DGTS-29:1,,7.82,668.54598,380560,N/A,,-0.17,,,,FALSE,
86,,,8.30,685.57253,,,,0.31,,,,FALSE,
86,,,7.78,690.52792,,,,-0.21,,,,FALSE,
87,DGTS-37:6,,7.61,770.59293,110615,N/A,,-0.42,,,,FALSE,
87,,,N/F,787.61948,N/F,,,N/F,,,,FALSE,
87,,,N/F,792.57487,N/F,,,N/F,,,,FALSE,
88,DGTS-32:4,,7.75,704.54598,7751552,N/A,,-0.29,,,,FALSE,
88,,,N/F,721.57253,N/F,,,N/F,,,,FALSE,
88,,,7.74,726.52792,,,,-0.30,,,,FALSE,
89,PG-DAG-26:0,,N/F,639.42316,N/F,N/A,,N/F,,,,FALSE,
89,,,8.31,656.44971,,,,0.25,,,,FALSE,
89,,,N/F,661.40511,N/F,,,N/F,,,,FALSE,
90,DGTS-37:1,,7.61,780.67118,11357,N/A,,-0.47,,,,FALSE,
90,,,N/F,797.69773,N/F,,,N/F,,,,FALSE,
90,,,N/F,802.65313,N/F,,,N/F,,,,FALSE,
91,DGTS-35:0,,7.68,752.63988,584190,N/A,,-0.45,,,,FALSE,
91,,,8.08,769.66643,,,,-0.05,,,,FALSE,
91,,,7.64,774.62183,,,,-0.49,,,,FALSE,
92,DGTS-31:1,,7.78,696.57728,852484,N/A,,-0.36,,,,FALSE,
92,,,8.21,713.60383,,,,0.07,,,,FALSE,
92,,,7.74,718.55922,,,,-0.40,,,,FALSE,
93,DGTS-33:0,,8.65,714.62423,1140955,N/A,,0.44,,,,FALSE,
93,,,N/F,731.65078,N/F,,,N/F,,,,FALSE,
93,,,7.96,736.60617,,,,-0.25,,,,FALSE,
93,,,7.74,726.62423,,,,-0.15,,,,FALSE,
93,,,7.73,743.65078,,,,-0.16,,,,FALSE,
93,,,7.66,748.60617,,,,-0.23,,,,FALSE,
94,PDME-DAG-35:1,,8.72,760.58508,215354,N/A,,0.45,,,,FALSE,
94,,,8.14,777.61163,,,,-0.13,,,,FALSE,
94,,,8.27,782.56703,,,,0.00,,,,FALSE,
95,DGTS-25:0,,8.01,614.49903,30681,N/A,,-0.32,,,,FALSE,
95,,,7.95,631.52558,,,,-0.38,,,,FALSE,
95,,,8.02,636.48097,,,,-0.31,,,,FALSE,
96,C16PDME,,8.43,720.55378,51861,N/A,,0.05,,,,FALSE,
96,,,7.99,737.58033,,,,-0.39,,,,FALSE,
96,,,8.37,742.53573,,,,-0.01,,,,FALSE,
97,DGTA-26:0,,7.96,628.51468,876398,N/A,,-0.42,,,,FALSE,
97,,,7.92,645.54123,,,,-0.46,,,,FALSE,
97,,,8.25,650.49662,,,,-0.13,,,,FALSE,
98,DGTA-24:0,,N/F,600.48338,N/F,N/A,,N/F,,,,FALSE,
98,,,8.08,617.50993,,,,-0.34,,,,FALSE,
98,,,N/F,622.46532,N/F,,,N/F,,,,FALSE,
99,PDME-DAG-30:0,,8.51,692.52248,215268,N/A,,0.05,,,,FALSE,
99,,,8.04,709.54903,,,,-0.42,,,,FALSE,
99,,,8.95,714.50443,,,,0.49,,,,FALSE,
100,DGTA-25:0,,N/F,614.49903,N/F,N/A,,N/F,,,,FALSE,
100,,,N/F,631.52558,N/F,,,N/F,,,,FALSE,
100,,,9.29,636.48097,,,,0.29,,,,FALSE,
101,DGTA-32:1,,9.71,710.59293,2179574,N/A,,0.36,,,,FALSE,
101,,,N/F,727.61948,N/F,,,N/F,,,,FALSE,
101,,,9.62,732.57487,,,,0.27,,,,FALSE,
102,DGTA-32:2,,9.72,708.57728,783462,N/A,,0.35,,,,FALSE,
102,,,9.09,725.60383,,,,-0.28,,,,FALSE,
102,,,9.70,730.55922,,,,0.33,,,,FALSE,
103,DGTA-33:1,,9.68,724.60858,198849,N/A,,0.23,,,,FALSE,
103,,,N/F,741.63513,N/F,,,N/F,,,,FALSE,
103,,,9.11,746.59052,,,,-0.34,,,,FALSE,
104,DGTA-34:5,,9.60,730.56163,2861931,N/A,,0.10,,,,FALSE,
104,,,9.12,747.58818,,,,-0.38,,,,FALSE,
104,,,9.97,752.54357,,,,0.47,,,,FALSE,
105,DGTA-36:2,,9.43,786.62183,470246,N/A,,-0.07,,,,FALSE,
105,,,9.59,764.63988,,,,0.09,,,,FALSE,
105,,,N/F,781.66643,N/F,,,N/F,,,,FALSE,
106,DGTA-38:6,,9.43,784.60858,1809108,N/A,,-0.08,,,,FALSE,
106,,,9.71,801.63513,,,,0.20,,,,FALSE,
106,,,9.39,806.59052,,,,-0.12,,,,FALSE,
107,DGTA-36:6,,9.52,756.57728,1513649,N/A,,0.00,,,,FALSE,
107,,,9.49,773.60383,,,,-0.03,,,,FALSE,
107,,,9.90,778.55922,,,,0.38,,,,FALSE,
108,DGTA-35:1,,9.61,752.63988,90307,N/A,,0.08,,,,FALSE,
108,,,N/F,769.66643,N/F,,,N/F,,,,FALSE,
108,,,9.53,774.62183,,,,0.00,,,,FALSE,
109,DGTA-38:5,,10.03,786.62423,483779,N/A,,0.50,,,,FALSE,
109,,,9.94,803.65078,,,,0.41,,,,FALSE,
109,,,9.42,808.60617,,,,-0.11,,,,FALSE,
110,DGTA-42:11,,9.31,830.59293,310079,N/A,,-0.22,,,,FALSE,
110,,,N/F,847.61948,N/F,,,N/F,,,,FALSE,
110,,,N/F,852.57487,N/F,,,N/F,,,,FALSE,
111,DGTA-44:11,,9.26,858.62423,168881,N/A,,-0.27,,,,FALSE,
111,,,9.05,875.65078,,,,-0.48,,,,FALSE,
111,,,9.11,880.60617,,,,-0.42,,,,FALSE,
112,DGTA-44:12,,9.22,856.60858,731438,N/A,,-0.31,,,,FALSE,
112,,,N/F,873.63513,N/F,,,N/F,,,,FALSE,
112,,,9.34,878.59052,,,,-0.19,,,,FALSE,
113,DGTA-38:0,,9.63,796.70248,40111,N/A,,0.09,,,,FALSE,
113,,,N/F,813.72903,N/F,,,N/F,,,,FALSE,
113,,,9.45,818.68443,,,,-0.09,,,,FALSE,
114,DGTA-39:0,,9.61,810.71813,653,N/A,,0.07,,,,FALSE,
114,,,N/F,827.74468,N/F,,,N/F,,,,FALSE,
114,,,N/F,832.70008,N/F,,,N/F,,,,FALSE,
115,DGTA-40:10,,9.59,812.55615,172042,N/A,,0.04,,,,FALSE,
115,,,N/F,790.57421,N/F,,,N/F,,,,FALSE,
115,,,9.41,807.60076,,,,-0.14,,,,FALSE,
116,PME-DEG-38:4,,N/F,740.59525,N/F,N/A,,N/F,,,,FALSE,
116,,,9.34,757.6218,,,,-0.21,,,,FALSE,
116,,,N/F,762.5772,N/F,,,N/F,,,,FALSE,
117,DGTA-34:1,,9.53,760.60617,653015,N/A,,-0.03,,,,FALSE,
