Quantitation Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lab Name:,OGL,,,,,,,,,,,,,,,,
Instrument:,QEFocus,,,,,,,,Method:,Known_IPLs_Marine_11_14_2018_Known_IPLs_Marine_11_14_2018,,,,,,,
User:,Thermo,,,,,,,,,Known_IPLs_Marine_11_14_2018,,,,,,,
Batch:,Known_IPLs_Marine_11_14_2018,,,,,,,,Cali File:,Known_IPLs_Marine_11_14_2018.calx,,,,,,,
,,,,,,,,,,,,,,,,,
Vial Pos,,Sample ID,,File Name,,Level,,Sample Name,,File Date,,Comment,,,,,
DGTS-33:0,,7.74,,726.6217041,,1140955,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-33:0,,7.73,,743.6495972,,1140955,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-33:0,,7.66,,748.6084595,,1140955,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-33:0,,N/F,,N/F,,1140955,Linear,0.000, ,N/F,,N/F,,,,,2
PDME-DAG-35:1,,8.72,,760.5844727,,215354,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-35:1,,8.14,,777.609375,,215354,Linear,0.000, ,N/A,,N/A,,,,,2
PDME-DAG-35:1,,8.27,,782.5697021,,215354,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-25:0,,8.01,,614.5020752,,30681,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-25:0,,7.95,,631.5258179,,30681,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-25:0,,8.02,,636.4815674,,30681,Linear,0.000, ,N/A,,N/A,,,,,3
C16PDME,,8.43,,720.5531616,,51861,Linear,0.000, ,N/A,,N/A,,,,,1
C16PDME,,7.99,,737.5796509,,51861,Linear,0.000, ,N/A,,N/A,,,,,2
C16PDME,,8.37,,742.53302,,51861,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-26:0,,7.96,,628.5167236,,876398,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-26:0,,7.92,,645.5407104,,876398,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-26:0,,8.25,,650.4973145,,876398,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-24:0,,8.08,,617.5129395,,4348,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-24:0,,N/F,,N/F,,4348,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-24:0,,N/F,,N/F,,4348,Linear,0.000, ,N/F,,N/F,,,,,3
PDME-DAG-30:0,,8.51,,692.5245972,,215268,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-30:0,,8.04,,709.5480957,,215268,Linear,0.000, ,N/A,,N/A,,,,,2
PDME-DAG-30:0,,8.95,,714.5075073,,215268,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-25:0,,9.29,,636.4804688,,9503,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-25:0,,N/F,,N/F,,9503,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-25:0,,N/F,,N/F,,9503,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-32:1,,9.71,,710.5942383,,2179574,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-32:1,,9.62,,732.5778809,,2179574,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-32:1,,N/F,,N/F,,2179574,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-32:2,,9.72,,708.5785522,,783462,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-32:2,,9.09,,725.6037598,,783462,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-32:2,,9.7,,730.5628662,,783462,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-33:1,,9.68,,724.6092529,,198849,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-33:1,,9.11,,746.5910034,,198849,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-33:1,,N/F,,N/F,,198849,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:5,,9.6,,730.5632935,,2861931,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:5,,9.12,,747.5899658,,2861931,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:5,,9.97,,752.5438232,,2861931,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-36:2,,9.43,,786.6182861,,470246,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:2,,9.59,,764.6412964,,470246,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-36:2,,N/F,,N/F,,470246,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:6,,9.43,,784.6102295,,1809108,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:6,,9.71,,801.6322632,,1809108,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-38:6,,9.39,,806.5904541,,1809108,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-36:6,,9.52,,756.5784302,,1513649,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:6,,9.49,,773.6072388,,1513649,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-36:6,,9.9,,778.5602417,,1513649,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-35:1,,9.61,,752.6407471,,90307,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-35:1,,9.53,,774.6255493,,90307,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-35:1,,N/F,,N/F,,90307,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:5,,10.03,,786.6258545,,483779,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:5,,9.94,,803.6470947,,483779,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-38:5,,9.42,,808.6098022,,483779,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-42:11,,9.31,,830.5952759,,310079,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-42:11,,N/F,,N/F,,310079,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-42:11,,N/F,,N/F,,310079,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-44:11,,9.26,,858.6246338,,168881,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-44:11,,9.05,,875.6524048,,168881,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-44:11,,9.11,,880.6029053,,168881,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-44:12,,9.22,,856.6106567,,731438,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-44:12,,9.34,,878.586853,,731438,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-44:12,,N/F,,N/F,,731438,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:0,,9.63,,796.7036743,,40111,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:0,,9.45,,818.6870117,,40111,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-38:0,,N/F,,N/F,,40111,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-39:0,,9.61,,810.7210083,,653,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-39:0,,N/F,,N/F,,653,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-39:0,,N/F,,N/F,,653,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-40:10,,9.59,,812.5567627,,172042,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-40:10,,9.41,,807.5980835,,172042,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-40:10,,N/F,,N/F,,172042,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DEG-38:4,,9.34,,757.619812,,10987,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DEG-38:4,,N/F,,N/F,,10987,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DEG-38:4,,N/F,,N/F,,10987,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:1,,9.53,,760.6054077,,653015,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:1,,9.65,,738.6253662,,653015,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:1,,N/F,,N/F,,653015,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-34:1,,9.93,,745.5023804,,4863959,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-34:1,,9.92,,762.5282593,,4863959,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:1,,9.93,,767.4842529,,4863959,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-21:0,,9.29,,558.437561,,8641,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-21:0,,9.14,,575.4650879,,8641,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-21:0,,9.47,,580.4158936,,8641,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-34:2,,9.66,,736.6099854,,1303751,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:2,,9.51,,758.5932007,,1303751,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:2,,N/F,,N/F,,1303751,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-34:2,,9.53,,730.5358276,,48450,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-34:2,,9.76,,747.5617065,,48450,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-34:2,,9.67,,752.5180664,,48450,Linear,0.000, ,N/A,,N/A,,,,,3
C16PA,,9.67,,688.4920654,,1568,Linear,0.000, ,N/A,,N/A,,,,,1
C16PA,,9.73,,671.4623413,,1568,Linear,0.000, ,N/A,,N/A,,,,,2
C16PA,,10.01,,693.4411011,,1568,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-34:4,,9.62,,732.5778809,,864455,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:4,,9.27,,749.6071777,,864455,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:4,,10.03,,754.555481,,864455,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-30:0,,9.81,,684.5778198,,1902420,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-30:0,,9.73,,701.6071777,,1902420,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-30:0,,9.2,,706.5558472,,1902420,Linear,0.000, ,N/A,,N/A,,,,,3
C16PME,,9.64,,706.5373535,,10517,Linear,0.000, ,N/A,,N/A,,,,,1
C16PME,,9.7,,728.520813,,10517,Linear,0.000, ,N/A,,N/A,,,,,2
C16PME,,9.93,,723.5619507,,10517,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PE,,9.72,,692.5229492,,273312,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PE,,9.22,,714.5063477,,273312,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PE,,9.17,,709.5461426,,273312,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,9.24,,530.406311,,1692,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-19:0,,9.5,,552.3892212,,1692,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,N/F,,N/F,,1692,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-30:0,,9.76,,678.5079346,,197034,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-30:0,,9.73,,700.4906006,,197034,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-30:0,,9.2,,695.531189,,197034,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-30:1,,9.78,,682.5626221,,2554265,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-30:1,,9.79,,704.5463867,,2554265,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-30:1,,N/F,,N/F,,2554265,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-31:0,,9.72,,692.5229492,,77844,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-31:0,,9.71,,714.505249,,77844,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-31:0,,9.99,,709.5456543,,77844,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-36:1,,9.88,,792.5761108,,699103,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:1,,9.82,,775.5501709,,699103,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:1,,9.81,,797.5307617,,699103,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-29:0,,9.84,,670.5631104,,1169049,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-29:0,,9.8,,687.5876465,,1169049,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-29:0,,N/F,,N/F,,1169049,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DEG-36:5,,10.16,,710.5515747,,433,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DEG-36:5,,N/F,,N/F,,433,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DEG-36:5,,N/F,,N/F,,433,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:2,,9.88,,792.5761108,,699103,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:2,,9.82,,775.5501709,,699103,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:2,,9.81,,797.5307617,,699103,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-29:4,,9.92,,673.4562378,,12354,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-29:4,,9.89,,678.4089966,,12354,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-29:4,,N/F,,N/F,,12354,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-35:1,,9.69,,785.5285034,,583605,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-35:1,,10.29,,763.5467529,,583605,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-35:1,,9.5,,780.5772705,,583605,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-28:0,,9.88,,656.5465088,,6070675,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-28:0,,9.83,,673.5742188,,6070675,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-28:0,,9.87,,678.531189,,6070675,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-35:2,,9.9,,778.5602417,,105862,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-35:2,,9.66,,783.5131836,,105862,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-35:2,,10.31,,761.5319824,,105862,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-34:2,,9.91,,764.5432739,,6543357,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-34:2,,9.89,,747.5175781,,6543357,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:2,,9.89,,769.4995117,,6543357,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-30:1,,10.07,,693.4718018,,2288698,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-30:1,,10.06,,710.4981689,,2288698,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-30:1,,10.07,,715.4534912,,2288698,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-34:3,,9.92,,762.5282593,,4863959,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-34:3,,9.93,,745.5023804,,4863959,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:3,,9.93,,767.4842529,,4863959,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PG,,9.93,,745.5023804,,2970238,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PG,,9.92,,762.5282593,,2970238,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PG,,9.93,,767.4842529,,2970238,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-21:0,,9.5,,569.3949585,,286,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-21:0,,N/F,,N/F,,286,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DAG-21:0,,N/F,,N/F,,286,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-37:2,,10.18,,789.5633545,,1707421,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-37:2,,9.81,,806.5891724,,1707421,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-37:2,,10.32,,811.5430298,,1707421,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-32:1,,9.98,,738.5283813,,4106930,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-32:1,,9.97,,721.5022583,,4106930,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-32:1,,9.96,,743.4841309,,4106930,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DEG-37:0,,9.69,,757.5715332,,8507,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DEG-37:0,,9.61,,774.5969238,,8507,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DEG-37:0,,9.61,,779.5527344,,8507,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-32:0,,9.99,,740.5430908,,1551613,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-32:0,,9.93,,745.5023804,,1551613,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-32:0,,9.99,,723.5166626,,1551613,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-38:2,,10.47,,786.5993042,,4300516,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-38:2,,10.13,,803.6235962,,4300516,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-38:2,,10.35,,808.5787354,,4300516,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-33:1,,9.97,,752.5438232,,437783,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-33:1,,9.95,,735.5194092,,437783,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-33:1,,9.8,,757.4977417,,437783,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-36:5,,9.89,,769.4995117,,6501243,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:5,,9.78,,786.5286865,,6501243,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:5,,9.79,,791.4841919,,6501243,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-31:0,,10.44,,798.5396729,,541975,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-31:0,,10.42,,803.4932251,,541975,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-31:0,,N/F,,N/F,,541975,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DAG-37:2,,10.53,,772.5836792,,1040235,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-37:2,,10.32,,789.6078491,,1040235,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-37:2,,10.37,,794.5670166,,1040235,Linear,0.000, ,N/A,,N/A,,,,,3
PC-38:1,,10.37,,800.5220947,,349961,Linear,0.000, ,N/A,,N/A,,,,,1
PC-38:1,,9.98,,817.5513916,,349961,Linear,0.000, ,N/A,,N/A,,,,,2
PC-38:1,,10.61,,822.5032349,,349961,Linear,0.000, ,N/A,,N/A,,,,,3
SQ-DAG,,10.28,,834.5392456,,1106994,Linear,0.000, ,N/A,,N/A,,,,,1
SQ-DAG,,10.53,,851.5683594,,1106994,Linear,0.000, ,N/A,,N/A,,,,,2
SQ-DAG,,10.1,,856.5255737,,1106994,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-36:2,,10.4,,775.5924072,,10228314,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-36:2,,10.57,,758.5687866,,10228314,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-36:2,,10.41,,780.5531006,,10228314,Linear,0.000, ,N/A,,N/A,,,,,3
PE-AR,,10.4,,776.6893921,,412858,Linear,0.000, ,N/A,,N/A,,,,,1
PE-AR,,10.39,,798.6748047,,412858,Linear,0.000, ,N/A,,N/A,,,,,3
PE-AR,,N/F,,N/F,,412858,Linear,0.000, ,N/F,,N/F,,,,,2
SQDG-32:1,,10.32,,810.5390625,,4577927,Linear,0.000, ,N/A,,N/A,,,,,1
SQDG-32:1,,10.34,,815.494873,,4577927,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-32:1,,10.69,,793.5155029,,4577927,Linear,0.000, ,N/A,,N/A,,,,,3
C21-PC,,10.55,,874.7266846,,9312,Linear,0.000, ,N/A,,N/A,,,,,1
C21-PC,,10.2,,896.7084961,,9312,Linear,0.000, ,N/A,,N/A,,,,,3
C21-PC,,N/F,,N/F,,9312,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-41:4,,10.34,,841.5913086,,16526,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-41:4,,10.82,,858.6223145,,16526,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-41:4,,10.27,,863.5731201,,16526,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-32:0,,10.11,,795.5325317,,3997072,Linear,0.000, ,N/A,,N/A,,,,,1
SQDG-32:0,,10.36,,812.5546265,,3997072,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-32:0,,10.35,,817.5107422,,3997072,Linear,0.000, ,N/A,,N/A,,,,,3
PC-38:6,,10.32,,806.569458,,24005833,Linear,0.000, ,N/A,,N/A,,,,,1
PC-38:6,,10.17,,823.5924072,,24005833,Linear,0.000, ,N/A,,N/A,,,,,2
PC-38:6,,10.31,,828.5516968,,24005833,Linear,0.000, ,N/A,,N/A,,,,,3
PC-38:2,,10.25,,824.5220947,,1047425,Linear,0.000, ,N/A,,N/A,,,,,1
PC-38:2,,10.4,,802.5367432,,1047425,Linear,0.000, ,N/A,,N/A,,,,,2
PC-38:2,,10.13,,819.5621338,,1047425,Linear,0.000, ,N/A,,N/A,,,,,3
DGCC-33:0,,10.54,,742.6185303,,1365035,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-33:0,,10.44,,764.6040649,,1365035,Linear,0.000, ,N/A,,N/A,,,,,2
DGCC-33:0,,10.46,,759.6431274,,1365035,Linear,0.000, ,N/A,,N/A,,,,,3
PC-44:12,,10.47,,878.5722046,,3735,Linear,0.000, ,N/A,,N/A,,,,,1
PC-44:12,,N/F,,N/F,,3735,Linear,0.000, ,N/F,,N/F,,,,,2
PC-44:12,,N/F,,N/F,,3735,Linear,0.000, ,N/F,,N/F,,,,,3
PC-39:5,,10.46,,822.5999756,,3039885,Linear,0.000, ,N/A,,N/A,,,,,1
PC-39:5,,10.47,,839.6306763,,3039885,Linear,0.000, ,N/A,,N/A,,,,,2
PC-39:5,,10.45,,844.5820313,,3039885,Linear,0.000, ,N/A,,N/A,,,,,3
PC-40:9,,10.09,,850.5332031,,819035,Linear,0.000, ,N/A,,N/A,,,,,1
PC-40:9,,10.31,,828.5516968,,819035,Linear,0.000, ,N/A,,N/A,,,,,2
PC-40:9,,10.52,,845.5834351,,819035,Linear,0.000, ,N/A,,N/A,,,,,3
PC-42:11,,10.16,,852.5549316,,2396482,Linear,0.000, ,N/A,,N/A,,,,,1
PC-42:11,,10.32,,869.5785522,,2396482,Linear,0.000, ,N/A,,N/A,,,,,2
PC-42:11,,10.16,,874.5321655,,2396482,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-34:5,,10.32,,813.4797363,,1161383,Linear,0.000, ,N/A,,N/A,,,,,1
SQDG-34:5,,10.2,,830.5081787,,1161383,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-34:5,,10.3,,835.4614868,,1161383,Linear,0.000, ,N/A,,N/A,,,,,3
PC-40:10,,10.24,,826.5373535,,1784444,Linear,0.000, ,N/A,,N/A,,,,,1
PC-40:10,,10.21,,843.5674438,,1784444,Linear,0.000, ,N/A,,N/A,,,,,2
PC-40:10,,10.25,,848.524292,,1784444,Linear,0.000, ,N/A,,N/A,,,,,3
PC-38:5,,10.79,,808.5841675,,1008470,Linear,0.000, ,N/A,,N/A,,,,,1
PC-38:5,,10.16,,825.6081543,,1008470,Linear,0.000, ,N/A,,N/A,,,,,2
PC-38:5,,10.26,,830.5681763,,1008470,Linear,0.000, ,N/A,,N/A,,,,,3
PC-31:0,,10.76,,742.5369873,,4819889,Linear,0.000, ,N/A,,N/A,,,,,1
PC-31:0,,10.76,,720.5535889,,4819889,Linear,0.000, ,N/A,,N/A,,,,,2
PC-31:0,,10.72,,737.5789185,,4819889,Linear,0.000, ,N/A,,N/A,,,,,3
PC-36:5,,10.41,,780.5531006,,8301408,Linear,0.000, ,N/A,,N/A,,,,,1
PC-36:5,,10.19,,797.5770264,,8301408,Linear,0.000, ,N/A,,N/A,,,,,2
PC-36:5,,10.4,,802.5367432,,8301408,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DEG-38:2,,10.85,,792.6469727,,15182,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DEG-38:2,,N/F,,N/F,,15182,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DEG-38:2,,N/F,,N/F,,15182,Linear,0.000, ,N/F,,N/F,,,,,3
PC-32:0,,10.7,,734.5687866,,10118555,Linear,0.000, ,N/A,,N/A,,,,,1
PC-32:0,,10.59,,756.5512695,,10118555,Linear,0.000, ,N/A,,N/A,,,,,2
PC-32:0,,10.66,,751.5928955,,10118555,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PC,,10.7,,734.5687866,,10118555,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PC,,10.59,,756.5512695,,10118555,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PC,,10.66,,751.5928955,,10118555,Linear,0.000, ,N/A,,N/A,,,,,3
DGCC-32:0,,10.57,,728.6032715,,29802457,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-32:0,,10.53,,745.6333618,,29802457,Linear,0.000, ,N/A,,N/A,,,,,2
DGCC-32:0,,10.47,,750.5872803,,29802457,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-28:0,,10.62,,756.4921875,,12607090,Linear,0.000, ,N/A,,N/A,,,,,1
SQDG-28:0,,10.6,,761.4475708,,12607090,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-28:0,,10.6,,739.4655151,,12607090,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-34:1,,10.56,,821.5483398,,914757,Linear,0.000, ,N/A,,N/A,,,,,1
SQDG-34:1,,10.21,,838.5696411,,914757,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-34:1,,10.21,,843.5262451,,914757,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-29:0,,10.2,,753.4819336,,555536,Linear,0.000, ,N/A,,N/A,,,,,1
SQDG-29:0,,10.55,,770.5076904,,555536,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-29:0,,10.57,,775.4629517,,555536,Linear,0.000, ,N/A,,N/A,,,,,3
SQDG-44:12,,10.33,,960.5898438,,1677,Linear,0.000, ,N/A,,N/A,,,,,2
SQDG-44:12,,N/F,,N/F,,1677,Linear,0.000, ,N/F,,N/F,,,,,1
SQDG-44:12,,N/F,,N/F,,1677,Linear,0.000, ,N/F,,N/F,,,,,3
DGCC-29:0,,10.52,,686.5563354,,6244531,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-29:0,,10.65,,703.5812378,,6244531,Linear,0.000, ,N/A,,N/A,,,,,2
DGCC-29:0,,10.58,,708.5412598,,6244531,Linear,0.000, ,N/A,,N/A,,,,,3
DGCC-28:0,,10.73,,672.5413208,,3809051,Linear,0.000, ,N/A,,N/A,,,,,1
DGCC-28:0,,10.5,,689.5653687,,3809051,Linear,0.000, ,N/A,,N/A,,,,,2
DGCC-28:0,,10.61,,694.5258179,,3809051,Linear,0.000, ,N/A,,N/A,,,,,3
PC-28:0,,10.87,,678.5071411,,21825811,Linear,0.000, ,N/A,,N/A,,,,,1
