Quantitation Report - 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
MS Integ Params:,,Known_IPLs_Marine_11_14_2018,,,,Quant Time:,11/16/2018 2:27:23 PM,,,,,,
41,,,N/F,636.46812,N/F,,,N/F,,,,FALSE,
41,,,4.28,641.42352,,,,-0.19,,,,FALSE,
41,,,N/F,619.44157,N/F,,,N/F,,,,FALSE,
41,,,N/F,636.46812,N/F,,,N/F,,,,FALSE,
41,,,N/F,641.42352,N/F,,,N/F,,,,FALSE,
42,Gly-OH-GDGT-0,,N/F,1479.36258,N/F,N/F,,N/F,,,,FALSE,
42,,,N/F,1496.38913,N/F,,,N/F,,,,FALSE,
42,,,N/F,1501.34453,N/F,,,N/F,,,,FALSE,
43,Gly-OH-GDGT-4,,N/F,1471.29998,N/F,N/F,,N/F,,,,FALSE,
43,,,N/F,1488.32653,N/F,,,N/F,,,,FALSE,
43,,,N/F,1493.28193,N/F,,,N/F,,,,FALSE,
44,Gly-Cer-22:2,,6.07,586.43134,2735,N/A,,0.12,,,,FALSE,
44,,,5.75,603.45789,,,,-0.20,,,,FALSE,
44,,,N/F,608.41329,N/F,,,N/F,,,,FALSE,
45,Gly-dGly-DAG-13:2,,N/F,607.29603,N/F,N/F,,N/F,,,,FALSE,
45,,,N/F,624.32258,N/F,,,N/F,,,,FALSE,
45,,,N/F,629.27798,N/F,,,N/F,,,,FALSE,
46,Gly-dGly-DAG-15:2,,N/F,635.32733,N/F,N/A,,N/F,,,,FALSE,
46,,,7.67,652.35388,,,,0.24,,,,FALSE,
46,,,N/F,657.30928,N/F,,,N/F,,,,FALSE,
47,Gly-Cer-25:6,,N/F,592.38439,N/F,N/F,,N/F,,,,FALSE,
47,,,N/F,609.41094,N/F,,,N/F,,,,FALSE,
47,,,N/F,614.36634,N/F,,,N/F,,,,FALSE,
48,DGTS-40:1,,7.59,822.71813,378055,N/A,,0.05,,,,FALSE,
48,,,N/F,839.74468,N/F,,,N/F,,,,FALSE,
48,,,N/F,844.70008,N/F,,,N/F,,,,FALSE,
49,DGTS-36:2,,7.63,784.60617,4575362,N/A,,0.08,,,,FALSE,
49,,,7.64,762.62423,,,,0.09,,,,FALSE,
49,,,7.57,779.65078,,,,0.02,,,,FALSE,
50,Gly-Cer-21:6,,N/F,564.35309,N/F,N/F,,N/F,,,,FALSE,
50,,,N/F,581.37964,N/F,,,N/F,,,,FALSE,
50,,,N/F,586.33504,N/F,,,N/F,,,,FALSE,
51,1-GLC-CER,,N/F,728.60349,N/F,N/A,,N/F,,,,FALSE,
51,,,N/F,745.63004,N/F,,,N/F,,,,FALSE,
51,,,7.42,750.58544,,,,-0.17,,,,FALSE,
52,DGTS-36:4,,7.64,758.59293,983820,N/A,,0.02,,,,FALSE,
52,,,7.63,780.57487,,,,0.01,,,,FALSE,
52,,,N/F,775.61948,N/F,,,N/F,,,,FALSE,
53,DGTS-38:0,,7.61,786.62423,164107,N/A,,-0.02,,,,FALSE,
53,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
53,,,7.53,808.60617,,,,-0.10,,,,FALSE,
53,,,7.61,786.62423,,,,-0.07,,,,FALSE,
53,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
53,,,7.53,808.60617,,,,-0.15,,,,FALSE,
54,DGTS-33:1,,7.67,746.59052,1383378,N/A,,0.03,,,,FALSE,
54,,,7.72,724.60858,,,,0.08,,,,FALSE,
54,,,7.69,741.63513,,,,0.05,,,,FALSE,
55,DGTS-34:2,,7.68,736.60858,12438036,N/A,,0.02,,,,FALSE,
55,,,7.68,736.60858,,,,-0.09,,,,FALSE,
55,,,7.64,758.59052,,,,-0.02,,,,FALSE,
55,,,N/F,753.63513,N/F,,,N/F,,,,FALSE,
55,,,N/F,753.63513,N/F,,,N/F,,,,FALSE,
55,,,7.64,758.59052,,,,-0.13,,,,FALSE,
56,DGTS-38:5,,7.61,786.62423,82053,N/A,,-0.07,,,,FALSE,
56,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
56,,,7.53,808.60617,,,,-0.15,,,,FALSE,
57,DGTS-32:1,,7.74,710.59293,5675836,N/A,,0.05,,,,FALSE,
57,,,7.68,732.57487,,,,-0.01,,,,FALSE,
57,,,N/F,727.61948,N/F,,,N/F,,,,FALSE,
58,DGTS-37:5,,7.61,772.60858,1508,N/A,,-0.09,,,,FALSE,
58,,,N/F,789.63513,N/F,,,N/F,,,,FALSE,
58,,,N/F,794.59052,N/F,,,N/F,,,,FALSE,
59,DGTS-36:6,,7.69,754.56163,432678,N/A,,-0.02,,,,FALSE,
59,,,7.77,771.58818,,,,0.06,,,,FALSE,
59,,,7.59,776.54357,,,,-0.12,,,,FALSE,
60,DGTS,,7.76,712.60858,3408297,N/A,,0.03,,,,FALSE,
60,,,7.68,734.59052,,,,-0.05,,,,FALSE,
60,,,7.76,729.63513,,,,0.03,,,,FALSE,
61,DGTS-34:4,,7.68,732.57728,3114409,N/A,,-0.05,,,,FALSE,
61,,,7.69,754.55922,,,,-0.04,,,,FALSE,
61,,,7.72,749.60383,,,,-0.01,,,,FALSE,
62,DGTS-30:1,,7.81,682.56163,4248902,N/A,,0.07,,,,FALSE,
62,,,7.74,704.54357,,,,0.00,,,,FALSE,
62,,,7.57,699.58818,,,,-0.17,,,,FALSE,
63,DGTS-36:5,,7.67,756.57728,3038555,N/A,,-0.07,,,,FALSE,
63,,,7.67,756.57728,,,,-0.10,,,,FALSE,
63,,,7.76,773.60383,,,,-0.01,,,,FALSE,
63,,,N/F,778.55922,N/F,,,N/F,,,,FALSE,
63,,,7.67,756.57728,,,,-0.08,,,,FALSE,
63,,,7.76,773.60383,,,,0.01,,,,FALSE,
63,,,N/F,778.55922,N/F,,,N/F,,,,FALSE,
63,,,7.76,773.60383,,,,0.02,,,,FALSE,
63,,,N/F,778.55922,N/F,,,N/F,,,,FALSE,
64,DGTS-31:0,,7.79,698.59293,1908600,N/A,,0.03,,,,FALSE,
64,,,7.77,715.61948,,,,0.01,,,,FALSE,
64,,,7.72,720.57487,,,,-0.04,,,,FALSE,
65,DGTS-29:0,,7.85,670.56163,3693189,N/A,,0.08,,,,FALSE,
65,,,7.82,687.58818,,,,0.05,,,,FALSE,
65,,,7.77,692.54357,,,,0.00,,,,FALSE,
66,DGTS-34:0,,7.63,740.63988,4645097,N/A,,-0.14,,,,FALSE,
66,,,7.71,757.66643,,,,-0.06,,,,FALSE,
66,,,8.35,738.62423,,,,0.16,,,,FALSE,
66,,,N/F,755.65078,N/F,,,N/F,,,,FALSE,
66,,,8.04,760.60617,,,,-0.15,,,,FALSE,
66,,,7.64,762.62183,,,,-0.13,,,,FALSE,
67,DGTS-34:1,,7.69,738.62423,28762257,N/A,,-0.08,,,,FALSE,
67,,,7.63,760.60617,,,,0.03,,,,FALSE,
67,,,7.69,738.62423,,,,0.09,,,,FALSE,
67,,,N/F,755.65078,N/F,,,N/F,,,,FALSE,
67,,,N/F,755.65078,N/F,,,N/F,,,,FALSE,
67,,,7.63,760.60617,,,,-0.14,,,,FALSE,
68,DGTS-34:3,,7.68,734.59293,3075513,N/A,,-0.09,,,,FALSE,
68,,,N/F,751.61948,N/F,,,N/F,,,,FALSE,
68,,,7.67,756.57487,,,,-0.10,,,,FALSE,
69,DGTS-35:1,,7.65,750.62423,407422,N/A,,-0.13,,,,FALSE,
69,,,7.78,767.65078,,,,0.00,,,,FALSE,
69,,,7.61,772.60617,,,,-0.17,,,,FALSE,
70,DGTS-39:1,,7.58,808.70248,3125,N/A,,-0.20,,,,FALSE,
70,,,N/F,825.72903,N/F,,,N/F,,,,FALSE,
70,,,N/F,830.68443,N/F,,,N/F,,,,FALSE,
71,DGTS-28:1,,7.84,654.53033,2844614,N/A,,0.05,,,,FALSE,
71,,,7.81,676.51227,,,,0.02,,,,FALSE,
71,,,7.75,671.55688,,,,-0.04,,,,FALSE,
72,DGTS-37:2,,7.63,778.65553,110912,N/A,,-0.16,,,,FALSE,
72,,,N/F,795.68208,N/F,,,N/F,,,,FALSE,
72,,,N/F,800.63748,N/F,,,N/F,,,,FALSE,
73,DGTS-30:0,,7.82,684.57728,3720755,N/A,,0.01,,,,FALSE,
73,,,7.74,706.55922,,,,-0.07,,,,FALSE,
73,,,7.79,701.60383,,,,-0.02,,,,FALSE,
74,DGTS-36:3,,7.63,760.60858,6318247,N/A,,-0.18,,,,FALSE,
74,,,7.61,777.63513,,,,-0.20,,,,FALSE,
74,,,7.61,782.59052,,,,-0.20,,,,FALSE,
75,DGTS-34:5,,7.72,730.56163,1485700,N/A,,-0.10,,,,FALSE,
75,,,N/F,747.58818,N/F,,,N/F,,,,FALSE,
75,,,7.68,752.54357,,,,-0.14,,,,FALSE,
76,DGTS-34:6,,7.72,728.54598,1072624,N/A,,-0.13,,,,FALSE,
76,,,7.82,745.57253,,,,-0.03,,,,FALSE,
76,,,7.66,750.52792,,,,-0.19,,,,FALSE,
77,DGTS-28:0,,7.87,656.54598,13746284,N/A,,0.01,,,,FALSE,
77,,,7.86,673.57253,,,,0.00,,,,FALSE,
77,,,7.80,678.52792,,,,-0.06,,,,FALSE,
78,DGTS-32:0,,7.76,712.60858,3407532,N/A,,-0.11,,,,FALSE,
78,,,7.76,729.63513,,,,-0.11,,,,FALSE,
78,,,7.68,734.59052,,,,-0.19,,,,FALSE,
79,DGTS-38:1,,7.66,794.68683,18181,N/A,,-0.21,,,,FALSE,
79,,,7.65,811.71338,,,,-0.22,,,,FALSE,
79,,,N/F,816.66878,N/F,,,N/F,,,,FALSE,
80,DGTS-26:2,,8.01,624.48338,15747,N/A,,0.12,,,,FALSE,
80,,,N/F,641.50993,N/F,,,N/F,,,,FALSE,
80,,,N/F,646.46532,N/F,,,N/F,,,,FALSE,
81,DGTS-32:2,,7.74,708.57728,3455814,N/A,,-0.15,,,,FALSE,
81,,,N/F,725.60383,N/F,,,N/F,,,,FALSE,
81,,,7.72,730.55922,,,,-0.17,,,,FALSE,
82,DGTS-34:8,,N/F,712.51468,N/F,N/A,,N/F,,,,FALSE,
82,,,N/F,729.54123,N/F,,,N/F,,,,FALSE,
82,,,7.72,734.49662,,,,-0.17,,,,FALSE,
83,DGTS-27:0,,7.92,642.53033,3753405,N/A,,0.02,,,,FALSE,
83,,,7.87,659.55688,,,,-0.03,,,,FALSE,
83,,,7.88,664.51227,,,,-0.02,,,,FALSE,
84,DGTS-32:3,,7.74,706.56163,1975609,N/A,,-0.18,,,,FALSE,
84,,,N/F,723.58818,N/F,,,N/F,,,,FALSE,
84,,,7.72,728.54357,,,,-0.20,,,,FALSE,
85,DGTS-26:0,,7.95,628.51468,3574862,N/A,,0.01,,,,FALSE,
85,,,7.92,645.54123,,,,-0.02,,,,FALSE,
85,,,7.92,650.49662,,,,-0.02,,,,FALSE,
86,DGTS-29:1,,7.80,668.54598,781252,N/A,,-0.19,,,,FALSE,
86,,,8.13,685.57253,,,,0.14,,,,FALSE,
86,,,7.80,690.52792,,,,-0.19,,,,FALSE,
87,DGTS-37:6,,N/F,770.59293,N/F,N/F,,N/F,,,,FALSE,
87,,,N/F,787.61948,N/F,,,N/F,,,,FALSE,
87,,,N/F,792.57487,N/F,,,N/F,,,,FALSE,
88,DGTS-32:4,,8.17,704.54598,8312,N/A,,0.13,,,,FALSE,
88,,,N/F,721.57253,N/F,,,N/F,,,,FALSE,
88,,,7.81,726.52792,,,,-0.23,,,,FALSE,
89,PG-DAG-26:0,,N/F,639.42316,N/F,N/A,,N/F,,,,FALSE,
89,,,8.20,656.44971,,,,0.14,,,,FALSE,
89,,,N/F,661.40511,N/F,,,N/F,,,,FALSE,
90,DGTS-37:1,,N/F,780.67118,N/F,N/F,,N/F,,,,FALSE,
90,,,N/F,797.69773,N/F,,,N/F,,,,FALSE,
90,,,N/F,802.65313,N/F,,,N/F,,,,FALSE,
91,DGTS-35:0,,N/F,752.63988,N/F,N/F,,N/F,,,,FALSE,
91,,,N/F,769.66643,N/F,,,N/F,,,,FALSE,
91,,,N/F,774.62183,N/F,,,N/F,,,,FALSE,
92,DGTS-31:1,,8.05,696.57728,8626,N/A,,-0.09,,,,FALSE,
92,,,N/F,713.60383,N/F,,,N/F,,,,FALSE,
92,,,N/F,718.55922,N/F,,,N/F,,,,FALSE,
93,DGTS-33:0,,N/F,714.62423,N/F,N/A,,N/F,,,,FALSE,
93,,,N/F,731.65078,N/F,,,N/F,,,,FALSE,
93,,,8.14,736.60617,,,,-0.07,,,,FALSE,
93,,,7.74,726.62423,,,,-0.15,,,,FALSE,
93,,,7.72,743.65078,,,,-0.17,,,,FALSE,
93,,,7.66,748.60617,,,,-0.23,,,,FALSE,
94,PDME-DAG-35:1,,8.31,760.58508,186924,N/A,,0.04,,,,FALSE,
94,,,8.14,777.61163,,,,-0.13,,,,FALSE,
94,,,N/F,782.56703,N/F,,,N/F,,,,FALSE,
95,DGTS-25:0,,8.14,614.49903,15574,N/A,,-0.19,,,,FALSE,
95,,,8.48,631.52558,,,,0.15,,,,FALSE,
95,,,8.17,636.48097,,,,-0.16,,,,FALSE,
96,C16PDME,,8.42,720.55378,24394,N/A,,0.04,,,,FALSE,
96,,,8.34,737.58033,,,,-0.04,,,,FALSE,
96,,,8.48,742.53573,,,,0.10,,,,FALSE,
97,DGTA-26:0,,N/F,628.51468,N/F,N/F,,N/F,,,,FALSE,
97,,,N/F,645.54123,N/F,,,N/F,,,,FALSE,
97,,,N/F,650.49662,N/F,,,N/F,,,,FALSE,
98,DGTA-24:0,,N/F,600.48338,N/F,N/A,,N/F,,,,FALSE,
98,,,8.58,617.50993,,,,0.16,,,,FALSE,
98,,,N/F,622.46532,N/F,,,N/F,,,,FALSE,
99,PDME-DAG-30:0,,8.50,692.52248,95473,N/A,,0.04,,,,FALSE,
99,,,8.46,709.54903,,,,0.00,,,,FALSE,
99,,,N/F,714.50443,N/F,,,N/F,,,,FALSE,
100,DGTA-25:0,,N/F,614.49903,N/F,N/A,,N/F,,,,FALSE,
100,,,N/F,631.52558,N/F,,,N/F,,,,FALSE,
100,,,9.24,636.48097,,,,0.24,,,,FALSE,
101,DGTA-32:1,,N/F,710.59293,N/F,N/F,,N/F,,,,FALSE,
101,,,N/F,727.61948,N/F,,,N/F,,,,FALSE,
101,,,N/F,732.57487,N/F,,,N/F,,,,FALSE,
102,DGTA-32:2,,9.19,708.57728,31400,N/A,,-0.18,,,,FALSE,
102,,,N/F,725.60383,N/F,,,N/F,,,,FALSE,
102,,,9.59,730.55922,,,,0.22,,,,FALSE,
103,DGTA-33:1,,9.69,724.60858,275371,N/A,,0.24,,,,FALSE,
103,,,N/F,741.63513,N/F,,,N/F,,,,FALSE,
103,,,N/F,746.59052,N/F,,,N/F,,,,FALSE,
104,DGTA-34:5,,9.59,730.56163,133458,N/A,,0.09,,,,FALSE,
104,,,N/F,747.58818,N/F,,,N/F,,,,FALSE,
104,,,N/F,752.54357,N/F,,,N/F,,,,FALSE,
105,DGTA-36:2,,9.43,786.62183,1003337,N/A,,-0.07,,,,FALSE,
105,,,9.58,764.63988,,,,0.08,,,,FALSE,
105,,,9.59,781.66643,,,,0.09,,,,FALSE,
106,DGTA-38:6,,9.44,784.60858,54468,N/A,,-0.07,,,,FALSE,
106,,,N/F,801.63513,N/F,,,N/F,,,,FALSE,
106,,,N/F,806.59052,N/F,,,N/F,,,,FALSE,
107,DGTA-36:6,,9.52,756.57728,33081,N/A,,0.00,,,,FALSE,
107,,,N/F,773.60383,N/F,,,N/F,,,,FALSE,
107,,,N/F,778.55922,N/F,,,N/F,,,,FALSE,
108,DGTA-35:1,,9.62,752.63988,101452,N/A,,0.09,,,,FALSE,
108,,,N/F,769.66643,N/F,,,N/F,,,,FALSE,
108,,,N/F,774.62183,N/F,,,N/F,,,,FALSE,
109,DGTA-38:5,,9.43,786.62423,1745,N/A,,-0.10,,,,FALSE,
109,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
109,,,N/F,808.60617,N/F,,,N/F,,,,FALSE,
110,DGTA-42:11,,9.32,830.59293,480,N/A,,-0.21,,,,FALSE,
110,,,N/F,847.61948,N/F,,,N/F,,,,FALSE,
110,,,N/F,852.57487,N/F,,,N/F,,,,FALSE,
111,DGTA-44:11,,N/F,858.62423,N/F,N/A,,N/F,,,,FALSE,
111,,,N/F,875.65078,N/F,,,N/F,,,,FALSE,
111,,,9.56,880.60617,,,,0.03,,,,FALSE,
112,DGTA-44:12,,N/F,856.60858,N/F,N/F,,N/F,,,,FALSE,
112,,,N/F,873.63513,N/F,,,N/F,,,,FALSE,
112,,,N/F,878.59052,N/F,,,N/F,,,,FALSE,
113,DGTA-38:0,,N/F,796.70248,N/F,N/F,,N/F,,,,FALSE,
113,,,N/F,813.72903,N/F,,,N/F,,,,FALSE,
113,,,N/F,818.68443,N/F,,,N/F,,,,FALSE,
114,DGTA-39:0,,9.56,810.71813,482,N/A,,0.02,,,,FALSE,
114,,,N/F,827.74468,N/F,,,N/F,,,,FALSE,
114,,,N/F,832.70008,N/F,,,N/F,,,,FALSE,
115,DGTA-40:10,,9.59,812.55615,184097,N/A,,0.04,,,,FALSE,
115,,,N/F,790.57421,N/F,,,N/F,,,,FALSE,
115,,,9.78,807.60076,,,,0.23,,,,FALSE,
116,PME-DEG-38:4,,N/F,740.59525,N/F,N/F,,N/F,,,,FALSE,
