Quantitation Report - 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
MS Integ Params:,,Known_IPLs_Marine_11_14_2018,,,,Quant Time:,11/16/2018 2:27:23 PM,,,,,,
8,,,N/F,1477.28701,N/F,,,N/F,,,,FALSE,
9,MGDG-36:8,,3.26,771.50417,16459442,N/A,,-0.09,,,,FALSE,
9,,,3.24,788.53072,,,,-0.11,,,,FALSE,
9,,,3.23,793.48612,,,,-0.12,,,,FALSE,
10,Gly-GDGT-0,,N/F,1463.36767,N/F,N/F,,N/F,,,,FALSE,
10,,,N/F,1480.39422,N/F,,,N/F,,,,FALSE,
10,,,N/F,1485.34961,N/F,,,N/F,,,,FALSE,
11,MGDG-36:9,,3.30,769.48852,56147452,N/A,,-0.08,,,,FALSE,
11,,,3.28,786.51507,,,,-0.10,,,,FALSE,
11,,,3.28,791.47047,,,,-0.10,,,,FALSE,
12,MGDG-30:1,,3.38,718.54637,289963406,N/A,,-0.02,,,,FALSE,
12,,,3.39,723.50177,,,,-0.01,,,,FALSE,
12,,,3.38,701.51982,,,,-0.02,,,,FALSE,
13,MGDG-36:10,,3.34,784.49942,69379701,N/A,,-0.06,,,,FALSE,
13,,,3.33,767.47287,,,,-0.07,,,,FALSE,
13,,,3.34,789.45482,,,,-0.06,,,,FALSE,
14,Gly-GDGT-2,,N/F,1459.33637,N/F,N/F,,N/F,,,,FALSE,
14,,,N/F,1476.36292,N/F,,,N/F,,,,FALSE,
14,,,N/F,1481.31831,N/F,,,N/F,,,,FALSE,
15,Gly-GDGT-1,,N/F,1461.35202,N/F,N/F,,N/F,,,,FALSE,
15,,,N/F,1478.37857,N/F,,,N/F,,,,FALSE,
15,,,N/F,1483.33396,N/F,,,N/F,,,,FALSE,
16,MGDG-28:0,,3.49,692.53072,43254466,N/A,,0.02,,,,FALSE,
16,,,3.48,697.48612,,,,0.01,,,,FALSE,
16,,,3.49,675.50417,,,,0.02,,,,FALSE,
17,Gly-OH-GDGT-1,,N/F,1477.34693,N/F,N/F,,N/F,,,,FALSE,
17,,,N/F,1494.37348,N/F,,,N/F,,,,FALSE,
17,,,N/F,1499.32888,N/F,,,N/F,,,,FALSE,
18,MGDG-34:5,,3.34,747.50417,11487062,N/A,,-0.18,,,,FALSE,
18,,,3.30,764.53072,,,,-0.22,,,,FALSE,
18,,,3.30,769.48612,,,,-0.22,,,,FALSE,
19,MGDG-36:4,,3.64,779.56677,1613598,N/A,,0.12,,,,FALSE,
19,,,3.16,796.59332,,,,-0.36,,,,FALSE,
19,,,3.17,801.54872,,,,-0.35,,,,FALSE,
20,MGDG-32:1,,3.28,749.51742,19576659,N/A,,-0.25,,,,FALSE,
20,,,3.27,727.53547,,,,-0.26,,,,FALSE,
20,,,3.30,744.56202,,,,-0.23,,,,FALSE,
21,MGDG-34:7,,3.39,743.47287,37331059,N/A,,-0.14,,,,FALSE,
21,,,3.32,760.49942,,,,-0.21,,,,FALSE,
21,,,3.32,765.45482,,,,-0.21,,,,FALSE,
22,MGDG-36:2,,3.15,800.62462,2097532,N/A,,-0.39,,,,FALSE,
22,,,3.58,805.58002,,,,0.04,,,,FALSE,
22,,,N/F,783.59808,N/F,,,N/F,,,,FALSE,
23,MGDG-37:3,,3.56,814.64027,116185,N/A,,0.01,,,,FALSE,
23,,,N/F,797.61373,N/F,,,N/F,,,,FALSE,
23,,,N/F,819.59567,N/F,,,N/F,,,,FALSE,
24,MGDG-32:2,,3.33,742.54637,10996886,N/A,,-0.27,,,,FALSE,
24,,,3.85,725.51982,,,,0.25,,,,FALSE,
24,,,3.33,747.50177,,,,-0.27,,,,FALSE,
25,HPH-GDGT-5,,N/F,1695.30857,N/F,N/F,,N/F,,,,FALSE,
25,,,N/F,1712.33512,N/F,,,N/F,,,,FALSE,
25,,,N/F,1717.29052,N/F,,,N/F,,,,FALSE,
26,MGDG-33:0,,3.26,760.59332,867651,N/A,,-0.36,,,,FALSE,
26,,,N/F,743.56677,N/F,,,N/F,,,,FALSE,
26,,,N/F,765.54872,N/F,,,N/F,,,,FALSE,
27,MGDG-31:0,,N/F,717.55112,N/F,N/A,,N/F,,,,FALSE,
27,,,3.32,734.57767,,,,-0.31,,,,FALSE,
27,,,3.72,739.53307,,,,0.09,,,,FALSE,
28,MGDG-32:0,,3.29,729.55112,43401991,N/A,,-0.34,,,,FALSE,
28,,,3.28,746.57767,,,,-0.35,,,,FALSE,
28,,,3.27,751.53307,,,,-0.36,,,,FALSE,
29,MGDG-31:1,,N/F,715.53547,N/F,N/A,,N/F,,,,FALSE,
29,,,3.37,732.56202,,,,-0.27,,,,FALSE,
29,,,N/F,737.51742,N/F,,,N/F,,,,FALSE,
30,MGDG-36:0,,N/F,787.62938,N/F,N/A,,N/F,,,,FALSE,
30,,,3.52,804.65592,,,,-0.13,,,,FALSE,
30,,,N/F,809.61132,N/F,,,N/F,,,,FALSE,
31,MGDG-28:1,,3.50,673.48852,15426516,N/A,,-0.16,,,,FALSE,
31,,,3.51,690.51507,,,,-0.15,,,,FALSE,
31,,,3.50,695.47047,,,,-0.16,,,,FALSE,
32,Gly-GDGT-3,,N/F,1457.32072,N/F,N/F,,N/F,,,,FALSE,
32,,,N/F,1474.34727,N/F,,,N/F,,,,FALSE,
32,,,N/F,1479.30266,N/F,,,N/F,,,,FALSE,
33,MGDG-30:2,,3.41,699.50417,20384514,N/A,,-0.27,,,,FALSE,
33,,,3.43,716.53072,,,,-0.25,,,,FALSE,
33,,,3.42,721.48612,,,,-0.26,,,,FALSE,
34,MGDG-30:3,,3.48,697.48852,11811396,N/A,,-0.24,,,,FALSE,
34,,,3.45,714.51507,,,,-0.27,,,,FALSE,
34,,,3.47,719.47047,,,,-0.25,,,,FALSE,
35,MGDG-30:0,,3.87,720.56202,12034790,N/A,,0.05,,,,FALSE,
35,,,3.85,725.51742,,,,0.03,,,,FALSE,
35,,,3.32,703.53547,,,,-0.50,,,,FALSE,
36,HPH-GDGT-0,,N/F,1705.38682,N/F,N/F,,N/F,,,,FALSE,
36,,,N/F,1722.41337,N/F,,,N/F,,,,FALSE,
36,,,N/F,1727.36877,N/F,,,N/F,,,,FALSE,
37,HPH-GDGT-2,,N/F,1701.35552,N/F,N/F,,N/F,,,,FALSE,
37,,,N/F,1718.38207,N/F,,,N/F,,,,FALSE,
37,,,N/F,1723.33747,N/F,,,N/F,,,,FALSE,
38,Gly-GDGT-5,,N/F,1453.28942,N/F,N/F,,N/F,,,,FALSE,
38,,,N/F,1470.31597,N/F,,,N/F,,,,FALSE,
38,,,N/F,1475.27136,N/F,,,N/F,,,,FALSE,
39,MGDG-41:3,,N/F,853.67633,N/F,N/F,,N/F,,,,FALSE,
39,,,N/F,870.70287,N/F,,,N/F,,,,FALSE,
39,,,N/F,875.65827,N/F,,,N/F,,,,FALSE,
40,MGDG-27:2,,N/F,659.47287,N/F,N/A,,N/F,,,,FALSE,
40,,,4.02,676.49942,,,,-0.27,,,,FALSE,
40,,,N/F,681.45482,N/F,,,N/F,,,,FALSE,
41,MGDG-24:0,,4.59,619.44157,338794,N/A,,0.12,,,,FALSE,
41,,,4.88,636.46812,,,,0.41,,,,FALSE,
41,,,4.25,641.42352,,,,-0.22,,,,FALSE,
41,,,4.59,619.44157,,,,-0.04,,,,FALSE,
41,,,4.88,636.46812,,,,0.25,,,,FALSE,
41,,,4.25,641.42352,,,,-0.38,,,,FALSE,
42,Gly-OH-GDGT-0,,N/F,1479.36258,N/F,N/F,,N/F,,,,FALSE,
42,,,N/F,1496.38913,N/F,,,N/F,,,,FALSE,
42,,,N/F,1501.34453,N/F,,,N/F,,,,FALSE,
43,Gly-OH-GDGT-4,,N/F,1471.29998,N/F,N/F,,N/F,,,,FALSE,
43,,,N/F,1488.32653,N/F,,,N/F,,,,FALSE,
43,,,N/F,1493.28193,N/F,,,N/F,,,,FALSE,
44,Gly-Cer-22:2,,6.08,586.43134,9068,N/A,,0.13,,,,FALSE,
44,,,N/F,603.45789,N/F,,,N/F,,,,FALSE,
44,,,N/F,608.41329,N/F,,,N/F,,,,FALSE,
45,Gly-dGly-DAG-13:2,,6.91,607.29603,2399,N/A,,0.03,,,,FALSE,
45,,,N/F,624.32258,N/F,,,N/F,,,,FALSE,
45,,,N/F,629.27798,N/F,,,N/F,,,,FALSE,
46,Gly-dGly-DAG-15:2,,7.20,635.32733,4214,N/A,,-0.23,,,,FALSE,
46,,,N/F,652.35388,N/F,,,N/F,,,,FALSE,
46,,,N/F,657.30928,N/F,,,N/F,,,,FALSE,
47,Gly-Cer-25:6,,7.32,592.38439,5485,N/A,,-0.15,,,,FALSE,
47,,,7.95,609.41094,,,,0.48,,,,FALSE,
47,,,N/F,614.36634,N/F,,,N/F,,,,FALSE,
48,DGTS-40:1,,7.59,822.71813,2320415,N/A,,0.05,,,,FALSE,
48,,,N/F,839.74468,N/F,,,N/F,,,,FALSE,
48,,,N/F,844.70008,N/F,,,N/F,,,,FALSE,
49,DGTS-36:2,,7.63,784.60617,8262214,N/A,,0.08,,,,FALSE,
49,,,7.63,762.62423,,,,0.08,,,,FALSE,
49,,,7.65,779.65078,,,,0.10,,,,FALSE,
50,Gly-Cer-21:6,,7.76,564.35309,8595,N/A,,0.18,,,,FALSE,
50,,,7.91,581.37964,,,,0.33,,,,FALSE,
50,,,N/F,586.33504,N/F,,,N/F,,,,FALSE,
51,1-GLC-CER,,7.60,728.60349,282875,N/A,,0.01,,,,FALSE,
51,,,N/F,745.63004,N/F,,,N/F,,,,FALSE,
51,,,7.87,750.58544,,,,0.28,,,,FALSE,
52,DGTS-36:4,,7.63,758.59293,6646315,N/A,,0.01,,,,FALSE,
52,,,7.63,780.57487,,,,0.01,,,,FALSE,
52,,,N/F,775.61948,N/F,,,N/F,,,,FALSE,
53,DGTS-38:0,,7.60,786.62423,4639756,N/A,,-0.03,,,,FALSE,
53,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
53,,,7.60,808.60617,,,,-0.03,,,,FALSE,
53,,,7.60,786.62423,,,,-0.08,,,,FALSE,
53,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
53,,,7.60,808.60617,,,,-0.08,,,,FALSE,
54,DGTS-33:1,,7.69,746.59052,43082173,N/A,,0.05,,,,FALSE,
54,,,7.72,724.60858,,,,0.08,,,,FALSE,
54,,,7.66,741.63513,,,,0.02,,,,FALSE,
55,DGTS-34:2,,7.70,736.60858,35740762,N/A,,0.04,,,,FALSE,
55,,,7.70,736.60858,,,,-0.07,,,,FALSE,
55,,,7.63,758.59052,,,,-0.03,,,,FALSE,
55,,,8.07,753.63513,,,,0.41,,,,FALSE,
55,,,8.07,753.63513,,,,0.30,,,,FALSE,
55,,,7.63,758.59052,,,,-0.14,,,,FALSE,
56,DGTS-38:5,,7.60,786.62423,2319878,N/A,,-0.08,,,,FALSE,
56,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
56,,,7.60,808.60617,,,,-0.08,,,,FALSE,
57,DGTS-32:1,,7.74,710.59293,53335660,N/A,,0.05,,,,FALSE,
57,,,7.70,732.57487,,,,0.01,,,,FALSE,
57,,,7.71,727.61948,,,,0.02,,,,FALSE,
58,DGTS-37:5,,7.63,772.60858,38757,N/A,,-0.07,,,,FALSE,
58,,,N/F,789.63513,N/F,,,N/F,,,,FALSE,
58,,,7.22,794.59052,,,,-0.48,,,,FALSE,
59,DGTS-36:6,,7.68,754.56163,2356398,N/A,,-0.03,,,,FALSE,
59,,,7.62,771.58818,,,,-0.09,,,,FALSE,
59,,,7.60,776.54357,,,,-0.11,,,,FALSE,
60,DGTS,,7.78,712.60858,9860867,N/A,,0.05,,,,FALSE,
60,,,7.68,734.59052,,,,-0.05,,,,FALSE,
60,,,7.73,729.63513,,,,0.00,,,,FALSE,
61,DGTS-34:4,,7.70,732.57728,12657420,N/A,,-0.03,,,,FALSE,
61,,,7.68,754.55922,,,,-0.05,,,,FALSE,
61,,,7.72,749.60383,,,,-0.01,,,,FALSE,
62,DGTS-30:1,,7.81,682.56163,11256627,N/A,,0.07,,,,FALSE,
62,,,7.75,704.54357,,,,0.01,,,,FALSE,
62,,,7.73,699.58818,,,,-0.01,,,,FALSE,
63,DGTS-36:5,,7.66,756.57728,14209703,N/A,,-0.08,,,,FALSE,
63,,,7.66,756.57728,,,,-0.11,,,,FALSE,
63,,,7.63,773.60383,,,,-0.14,,,,FALSE,
63,,,7.62,778.55922,,,,-0.15,,,,FALSE,
63,,,7.66,756.57728,,,,-0.09,,,,FALSE,
63,,,7.63,773.60383,,,,-0.12,,,,FALSE,
63,,,7.62,778.55922,,,,-0.13,,,,FALSE,
63,,,7.63,773.60383,,,,-0.11,,,,FALSE,
63,,,7.62,778.55922,,,,-0.12,,,,FALSE,
64,DGTS-31:0,,7.78,698.59293,10828660,N/A,,0.02,,,,FALSE,
64,,,7.78,715.61948,,,,0.02,,,,FALSE,
64,,,7.74,720.57487,,,,-0.02,,,,FALSE,
65,DGTS-29:0,,7.84,670.56163,8282189,N/A,,0.07,,,,FALSE,
65,,,7.81,687.58818,,,,0.04,,,,FALSE,
65,,,7.79,692.54357,,,,0.02,,,,FALSE,
66,DGTS-34:0,,7.72,740.63988,31090538,N/A,,-0.05,,,,FALSE,
66,,,7.70,757.66643,,,,-0.07,,,,FALSE,
66,,,7.70,738.62423,,,,-0.49,,,,FALSE,
66,,,8.11,755.65078,,,,-0.08,,,,FALSE,
66,,,8.11,760.60617,,,,-0.08,,,,FALSE,
66,,,7.63,762.62183,,,,-0.14,,,,FALSE,
67,DGTS-34:1,,7.70,738.62423,62469400,N/A,,-0.07,,,,FALSE,
67,,,7.62,760.60617,,,,0.02,,,,FALSE,
67,,,7.70,738.62423,,,,0.10,,,,FALSE,
67,,,7.84,755.65078,,,,0.24,,,,FALSE,
67,,,8.11,755.65078,,,,0.34,,,,FALSE,
67,,,7.62,760.60617,,,,-0.15,,,,FALSE,
68,DGTS-34:3,,7.68,734.59293,11289198,N/A,,-0.09,,,,FALSE,
68,,,8.02,751.61948,,,,0.25,,,,FALSE,
68,,,7.66,756.57487,,,,-0.11,,,,FALSE,
69,DGTS-35:1,,7.66,750.62423,1499982,N/A,,-0.12,,,,FALSE,
69,,,8.06,767.65078,,,,0.28,,,,FALSE,
69,,,7.63,772.60617,,,,-0.15,,,,FALSE,
70,DGTS-39:1,,7.60,808.70248,24053,N/A,,-0.18,,,,FALSE,
70,,,7.54,825.72903,,,,-0.24,,,,FALSE,
70,,,7.45,830.68443,,,,-0.33,,,,FALSE,
71,DGTS-28:1,,7.84,654.53033,4606045,N/A,,0.05,,,,FALSE,
71,,,7.80,676.51227,,,,0.01,,,,FALSE,
71,,,7.62,671.55688,,,,-0.17,,,,FALSE,
72,DGTS-37:2,,7.62,778.65553,225392,N/A,,-0.17,,,,FALSE,
72,,,7.71,795.68208,,,,-0.08,,,,FALSE,
72,,,7.60,800.63748,,,,-0.19,,,,FALSE,
73,DGTS-30:0,,7.81,684.57728,12309110,N/A,,0.00,,,,FALSE,
73,,,7.75,706.55922,,,,-0.06,,,,FALSE,
73,,,7.78,701.60383,,,,-0.03,,,,FALSE,
74,DGTS-36:3,,7.62,760.60858,11677018,N/A,,-0.19,,,,FALSE,
74,,,7.63,777.63513,,,,-0.18,,,,FALSE,
74,,,7.62,782.59052,,,,-0.19,,,,FALSE,
75,DGTS-34:5,,7.72,730.56163,6162499,N/A,,-0.10,,,,FALSE,
75,,,N/F,747.58818,N/F,,,N/F,,,,FALSE,
75,,,7.68,752.54357,,,,-0.14,,,,FALSE,
76,DGTS-34:6,,7.70,728.54598,3873061,N/A,,-0.15,,,,FALSE,
76,,,7.63,745.57253,,,,-0.22,,,,FALSE,
76,,,7.65,750.52792,,,,-0.20,,,,FALSE,
77,DGTS-28:0,,7.87,656.54598,20841529,N/A,,0.01,,,,FALSE,
77,,,7.84,673.57253,,,,-0.02,,,,FALSE,
77,,,7.82,678.52792,,,,-0.04,,,,FALSE,
78,DGTS-32:0,,7.78,712.60858,9860528,N/A,,-0.09,,,,FALSE,
78,,,7.73,729.63513,,,,-0.14,,,,FALSE,
78,,,7.68,734.59052,,,,-0.19,,,,FALSE,
79,DGTS-38:1,,7.62,794.68683,731811,N/A,,-0.25,,,,FALSE,
79,,,7.62,811.71338,,,,-0.25,,,,FALSE,
79,,,7.54,816.66878,,,,-0.33,,,,FALSE,
80,DGTS-26:2,,8.20,624.48338,18267,N/A,,0.31,,,,FALSE,
80,,,8.36,641.50993,,,,0.47,,,,FALSE,
80,,,7.90,646.46532,,,,0.01,,,,FALSE,
81,DGTS-32:2,,7.74,708.57728,10296567,N/A,,-0.15,,,,FALSE,
81,,,8.14,725.60383,,,,0.25,,,,FALSE,
81,,,7.72,730.55922,,,,-0.17,,,,FALSE,
82,DGTS-34:8,,N/F,712.51468,N/F,N/A,,N/F,,,,FALSE,
82,,,7.83,729.54123,,,,-0.06,,,,FALSE,
82,,,8.35,734.49662,,,,0.46,,,,FALSE,
83,DGTS-27:0,,7.91,642.53033,5684894,N/A,,0.01,,,,FALSE,
83,,,7.87,659.55688,,,,-0.03,,,,FALSE,
83,,,7.85,664.51227,,,,-0.05,,,,FALSE,
84,DGTS-32:3,,7.75,706.56163,6532336,N/A,,-0.17,,,,FALSE,
84,,,7.89,723.58818,,,,-0.03,,,,FALSE,
84,,,7.70,728.54357,,,,-0.22,,,,FALSE,
85,DGTS-26:0,,7.94,628.51468,3618544,N/A,,0.00,,,,FALSE,
85,,,7.91,645.54123,,,,-0.03,,,,FALSE,
85,,,7.89,650.49662,,,,-0.05,,,,FALSE,
86,DGTS-29:1,,7.81,668.54598,2137927,N/A,,-0.18,,,,FALSE,
86,,,8.33,685.57253,,,,0.34,,,,FALSE,
86,,,7.79,690.52792,,,,-0.20,,,,FALSE,
87,DGTS-37:6,,7.59,770.59293,74198,N/A,,-0.44,,,,FALSE,
87,,,N/F,787.61948,N/F,,,N/F,,,,FALSE,
87,,,8.40,792.57487,,,,0.37,,,,FALSE,
88,DGTS-32:4,,7.75,704.54598,5064507,N/A,,-0.29,,,,FALSE,
88,,,7.73,721.57253,,,,-0.31,,,,FALSE,
88,,,7.73,726.52792,,,,-0.31,,,,FALSE,
89,PG-DAG-26:0,,8.35,639.42316,6129,N/A,,0.29,,,,FALSE,
89,,,8.29,656.44971,,,,0.23,,,,FALSE,
89,,,7.73,661.40511,,,,-0.33,,,,FALSE,
90,DGTS-37:1,,7.63,780.67118,57218,N/A,,-0.45,,,,FALSE,
90,,,N/F,797.69773,N/F,,,N/F,,,,FALSE,
90,,,N/F,802.65313,N/F,,,N/F,,,,FALSE,
91,DGTS-35:0,,7.68,752.63988,3424435,N/A,,-0.45,,,,FALSE,
91,,,8.06,769.66643,,,,-0.07,,,,FALSE,
91,,,7.63,774.62183,,,,-0.50,,,,FALSE,
92,DGTS-31:1,,7.77,696.57728,10319528,N/A,,-0.37,,,,FALSE,
92,,,8.20,713.60383,,,,0.06,,,,FALSE,
92,,,7.73,718.55922,,,,-0.41,,,,FALSE,
93,DGTS-33:0,,8.48,714.62423,1682117,N/A,,0.27,,,,FALSE,
93,,,N/F,731.65078,N/F,,,N/F,,,,FALSE,
93,,,8.03,736.60617,,,,-0.18,,,,FALSE,
93,,,7.77,726.62423,,,,-0.12,,,,FALSE,
93,,,7.75,743.65078,,,,-0.14,,,,FALSE,
93,,,7.67,748.60617,,,,-0.22,,,,FALSE,
94,PDME-DAG-35:1,,8.27,760.58508,290243,N/A,,0.00,,,,FALSE,
94,,,8.14,777.61163,,,,-0.13,,,,FALSE,
94,,,N/F,782.56703,N/F,,,N/F,,,,FALSE,
95,DGTS-25:0,,7.99,614.49903,318500,N/A,,-0.34,,,,FALSE,
95,,,7.95,631.52558,,,,-0.38,,,,FALSE,
95,,,7.88,636.48097,,,,-0.45,,,,FALSE,
96,C16PDME,,8.41,720.55378,421413,N/A,,0.03,,,,FALSE,
96,,,8.39,737.58033,,,,0.01,,,,FALSE,
96,,,8.69,742.53573,,,,0.31,,,,FALSE,
97,DGTA-26:0,,7.94,628.51468,3618544,N/A,,-0.44,,,,FALSE,
97,,,7.91,645.54123,,,,-0.47,,,,FALSE,
97,,,7.89,650.49662,,,,-0.49,,,,FALSE,
98,DGTA-24:0,,8.10,600.48338,4023,N/A,,-0.32,,,,FALSE,
98,,,8.23,617.50993,,,,-0.19,,,,FALSE,
98,,,8.03,622.46532,,,,-0.39,,,,FALSE,
99,PDME-DAG-30:0,,8.49,692.52248,2074860,N/A,,0.03,,,,FALSE,
99,,,8.46,709.54903,,,,0.00,,,,FALSE,
99,,,8.51,714.50443,,,,0.05,,,,FALSE,
100,DGTA-25:0,,N/F,614.49903,N/F,N/A,,N/F,,,,FALSE,
100,,,8.98,631.52558,,,,-0.02,,,,FALSE,
100,,,9.04,636.48097,,,,0.04,,,,FALSE,
101,DGTA-32:1,,9.70,710.59293,6776540,N/A,,0.35,,,,FALSE,
101,,,9.55,727.61948,,,,0.20,,,,FALSE,
101,,,9.61,732.57487,,,,0.26,,,,FALSE,
102,DGTA-32:2,,9.71,708.57728,4875446,N/A,,0.34,,,,FALSE,
102,,,9.13,725.60383,,,,-0.24,,,,FALSE,
102,,,9.59,730.55922,,,,0.22,,,,FALSE,
103,DGTA-33:1,,9.67,724.60858,564439,N/A,,0.22,,,,FALSE,
103,,,N/F,741.63513,N/F,,,N/F,,,,FALSE,
103,,,9.54,746.59052,,,,0.09,,,,FALSE,
104,DGTA-34:5,,9.59,730.56163,3693997,N/A,,0.09,,,,FALSE,
104,,,N/F,747.58818,N/F,,,N/F,,,,FALSE,
104,,,9.92,752.54357,,,,0.42,,,,FALSE,
105,DGTA-36:2,,9.44,786.62183,2102672,N/A,,-0.06,,,,FALSE,
105,,,9.58,764.63988,,,,0.08,,,,FALSE,
105,,,9.58,781.66643,,,,0.08,,,,FALSE,
106,DGTA-38:6,,9.44,784.60858,2680904,N/A,,-0.07,,,,FALSE,
106,,,9.48,801.63513,,,,-0.03,,,,FALSE,
106,,,9.41,806.59052,,,,-0.10,,,,FALSE,
107,DGTA-36:6,,9.52,756.57728,1604803,N/A,,0.00,,,,FALSE,
107,,,N/F,773.60383,N/F,,,N/F,,,,FALSE,
107,,,9.49,778.55922,,,,-0.03,,,,FALSE,
108,DGTA-35:1,,9.61,752.63988,190918,N/A,,0.08,,,,FALSE,
108,,,N/F,769.66643,N/F,,,N/F,,,,FALSE,
108,,,9.54,774.62183,,,,0.01,,,,FALSE,
109,DGTA-38:5,,9.41,786.62423,187145,N/A,,-0.12,,,,FALSE,
109,,,N/F,803.65078,N/F,,,N/F,,,,FALSE,
109,,,9.38,808.60617,,,,-0.15,,,,FALSE,
110,DGTA-42:11,,9.32,830.59293,356837,N/A,,-0.21,,,,FALSE,
110,,,N/F,847.61948,N/F,,,N/F,,,,FALSE,
110,,,N/F,852.57487,N/F,,,N/F,,,,FALSE,
111,DGTA-44:11,,9.20,858.62423,65356,N/A,,-0.33,,,,FALSE,
111,,,N/F,875.65078,N/F,,,N/F,,,,FALSE,
111,,,9.39,880.60617,,,,-0.14,,,,FALSE,
112,DGTA-44:12,,9.22,856.60858,671151,N/A,,-0.31,,,,FALSE,
112,,,N/F,873.63513,N/F,,,N/F,,,,FALSE,
112,,,9.07,878.59052,,,,-0.46,,,,FALSE,
113,DGTA-38:0,,N/F,796.70248,N/F,N/A,,N/F,,,,FALSE,
113,,,N/F,813.72903,N/F,,,N/F,,,,FALSE,
113,,,9.50,818.68443,,,,-0.04,,,,FALSE,
114,DGTA-39:0,,9.31,810.71813,578,N/A,,-0.23,,,,FALSE,
114,,,N/F,827.74468,N/F,,,N/F,,,,FALSE,
114,,,N/F,832.70008,N/F,,,N/F,,,,FALSE,
115,DGTA-40:10,,9.59,812.55615,250429,N/A,,0.04,,,,FALSE,
115,,,N/F,790.57421,N/F,,,N/F,,,,FALSE,
115,,,9.41,807.60076,,,,-0.14,,,,FALSE,
116,PME-DEG-38:4,,N/F,740.59525,N/F,N/A,,N/F,,,,FALSE,
116,,,9.32,757.6218,,,,-0.23,,,,FALSE,
116,,,N/F,762.5772,N/F,,,N/F,,,,FALSE,
117,DGTA-34:1,,9.52,760.60617,1824456,N/A,,-0.04,,,,FALSE,
