Quantitation Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lab Name:,OGL,,,,,,,,,,,,,,,,
Instrument:,QEFocus,,,,,,,,Method:,Known_IPLs_Marine_11_14_2018_Known_IPLs_Marine_11_14_2018,,,,,,,
User:,Thermo,,,,,,,,,Known_IPLs_Marine_11_14_2018,,,,,,,
Batch:,Known_IPLs_Marine_11_14_2018,,,,,,,,Cali File:,Known_IPLs_Marine_11_14_2018.calx,,,,,,,
,,,,,,,,,,,,,,,,,
Vial Pos,,Sample ID,,File Name,,Level,,Sample Name,,File Date,,Comment,,,,,
MGDG-36:4,,N/F,,N/F,,820,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-32:2,,3.65,,742.5480957,,932,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-32:2,,N/F,,N/F,,932,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-32:2,,N/F,,N/F,,932,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-33:0,,3.7,,760.5943604,,581,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-33:0,,N/F,,N/F,,581,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-33:0,,N/F,,N/F,,581,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-31:0,,3.61,,739.5316772,,1068,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-31:0,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-31:0,,N/F,,N/F,,1068,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-36:0,,3.57,,804.6550903,,432,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:0,,N/F,,N/F,,432,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-36:0,,N/F,,N/F,,432,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-28:1,,3.58,,673.4907227,,390,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-28:1,,N/F,,N/F,,390,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-28:1,,N/F,,N/F,,390,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-30:0,,3.85,,720.5630493,,384477,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:0,,3.83,,725.5180054,,384477,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:0,,N/F,,N/F,,384477,Linear,0.000, ,N/F,,N/F,,,,,3
Gly-Cer-22:2,,5.96,,586.4342651,,279,Linear,0.000, ,N/A,,N/A,,,,,1
Gly-Cer-22:2,,N/F,,N/F,,279,Linear,0.000, ,N/F,,N/F,,,,,2
Gly-Cer-22:2,,N/F,,N/F,,279,Linear,0.000, ,N/F,,N/F,,,,,3
Gly-Cer-25:6,,7.43,,609.4138184,,539,Linear,0.000, ,N/A,,N/A,,,,,2
Gly-Cer-25:6,,N/F,,N/F,,539,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-Cer-25:6,,N/F,,N/F,,539,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-40:1,,7.58,,822.7208252,,20936,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-40:1,,7.56,,839.7462158,,20936,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-40:1,,N/F,,N/F,,20936,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:2,,7.63,,762.6242065,,13247,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-36:2,,N/F,,N/F,,13247,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-36:2,,N/F,,N/F,,13247,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:4,,7.63,,758.5945435,,499,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:4,,N/F,,N/F,,499,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:4,,N/F,,N/F,,499,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:2,,7.7,,736.6099243,,161346,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:2,,7.7,,736.6099243,,161346,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:2,,N/F,,N/F,,161346,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:2,,N/F,,N/F,,161346,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:2,,N/F,,N/F,,161346,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:2,,N/F,,N/F,,161346,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-32:1,,7.75,,710.5941772,,298077,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:1,,7.69,,732.5748291,,298077,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:1,,N/F,,N/F,,298077,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:6,,7.69,,776.5441895,,1228,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:6,,N/F,,N/F,,1228,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-36:6,,N/F,,N/F,,1228,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS,,7.77,,712.609375,,188238,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS,,7.71,,734.5922852,,188238,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS,,N/F,,N/F,,188238,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:4,,7.69,,732.5748291,,7638,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:4,,N/F,,N/F,,7638,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:4,,N/F,,N/F,,7638,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:1,,7.82,,682.5628662,,294134,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:1,,7.76,,704.5467529,,294134,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:1,,N/F,,N/F,,294134,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:5,,7.67,,756.5777588,,8632,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:5,,7.77,,773.6017456,,8632,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:5,,7.67,,756.5777588,,8632,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-36:5,,7.77,,773.6017456,,8632,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-36:5,,7.77,,773.6017456,,8632,Linear,0.000, ,N/A,,N/A,,,,,8
DGTS-36:5,,N/F,,N/F,,8632,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:5,,N/F,,N/F,,8632,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-36:5,,N/F,,N/F,,8632,Linear,0.000, ,N/F,,N/F,,,,,7
DGTS-36:5,,N/F,,N/F,,8632,Linear,0.000, ,N/F,,N/F,,,,,9
DGTS-31:0,,7.8,,698.5941772,,213258,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:0,,7.78,,715.619812,,213258,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:0,,N/F,,N/F,,213258,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-29:0,,7.85,,670.5626221,,356711,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:0,,7.83,,687.5870361,,356711,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:0,,N/F,,N/F,,356711,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:0,,7.72,,740.6403198,,36871,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:0,,7.74,,762.6235962,,36871,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-34:0,,N/F,,N/F,,36871,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:0,,N/F,,N/F,,36871,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:0,,N/F,,N/F,,36871,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:0,,N/F,,N/F,,36871,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:1,,7.69,,738.6253052,,205982,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:1,,7.65,,760.6099243,,205982,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:1,,N/F,,N/F,,205982,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:1,,N/F,,N/F,,205982,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:1,,N/F,,N/F,,205982,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:1,,N/F,,N/F,,205982,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-34:3,,7.71,,734.5922852,,8473,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:3,,N/F,,N/F,,8473,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:3,,N/F,,N/F,,8473,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-28:1,,7.84,,654.5316772,,81908,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:1,,7.76,,676.5091553,,81908,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:1,,N/F,,N/F,,81908,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:0,,7.82,,684.5783691,,362787,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:0,,7.78,,706.5621338,,362787,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:0,,7.8,,701.6055908,,362787,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:6,,7.81,,750.5266113,,767,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:6,,N/F,,N/F,,767,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:6,,N/F,,N/F,,767,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-28:0,,7.88,,656.5469971,,667206,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:0,,7.86,,673.5706787,,667206,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:0,,N/F,,N/F,,667206,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:8,,7.84,,734.4934082,,359,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:8,,N/F,,N/F,,359,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:8,,N/F,,N/F,,359,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-27:0,,7.91,,642.5323486,,78798,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-27:0,,7.89,,659.555481,,78798,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-27:0,,7.93,,664.5146484,,78798,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-26:0,,7.96,,628.5170898,,23263,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:0,,N/F,,N/F,,23263,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-26:0,,N/F,,N/F,,23263,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-29:1,,7.96,,690.531189,,773,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-29:1,,N/F,,N/F,,773,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-29:1,,N/F,,N/F,,773,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:4,,8.05,,704.5425415,,544,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:4,,N/F,,N/F,,544,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:4,,N/F,,N/F,,544,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-26:0,,8.03,,656.4505615,,509,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-26:0,,N/F,,N/F,,509,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-26:0,,N/F,,N/F,,509,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-31:1,,8.07,,696.5742188,,1009,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:1,,N/F,,N/F,,1009,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-31:1,,N/F,,N/F,,1009,Linear,0.000, ,N/F,,N/F,,,,,3
PDME-DAG-35:1,,8.22,,760.5812988,,2654,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-35:1,,N/F,,N/F,,2654,Linear,0.000, ,N/F,,N/F,,,,,2
PDME-DAG-35:1,,N/F,,N/F,,2654,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-25:0,,8.34,,636.4804077,,481,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-25:0,,N/F,,N/F,,481,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-25:0,,N/F,,N/F,,481,Linear,0.000, ,N/F,,N/F,,,,,2
C16PDME,,8.43,,720.553833,,27992,Linear,0.000, ,N/A,,N/A,,,,,1
C16PDME,,8.33,,737.5776978,,27992,Linear,0.000, ,N/A,,N/A,,,,,2
C16PDME,,8.39,,742.5378418,,27992,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-24:0,,8.35,,617.5130005,,1046,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-24:0,,8.5,,622.4679565,,1046,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-24:0,,N/F,,N/F,,1046,Linear,0.000, ,N/F,,N/F,,,,,1
PDME-DAG-30:0,,8.49,,692.5229492,,47672,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-30:0,,N/F,,N/F,,47672,Linear,0.000, ,N/F,,N/F,,,,,2
PDME-DAG-30:0,,N/F,,N/F,,47672,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-32:2,,9.36,,708.5751953,,522,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-32:2,,N/F,,N/F,,522,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-32:2,,N/F,,N/F,,522,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-33:1,,9.52,,724.6082153,,1866,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-33:1,,N/F,,N/F,,1866,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-33:1,,N/F,,N/F,,1866,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:5,,9.51,,730.5606079,,261,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:5,,N/F,,N/F,,261,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:5,,N/F,,N/F,,261,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:2,,9.58,,764.640564,,14511,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-36:2,,N/F,,N/F,,14511,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-36:2,,N/F,,N/F,,14511,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:6,,9.44,,784.6089478,,5181,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:6,,N/F,,N/F,,5181,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:6,,N/F,,N/F,,5181,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:6,,9.54,,756.5775757,,3351,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:6,,N/F,,N/F,,3351,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-36:6,,N/F,,N/F,,3351,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-40:10,,9.6,,812.5571289,,1398,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-40:10,,N/F,,N/F,,1398,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-40:10,,N/F,,N/F,,1398,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:1,,9.62,,738.6248169,,35044,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:1,,N/F,,N/F,,35044,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-34:1,,N/F,,N/F,,35044,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-21:0,,9.49,,580.4176636,,560,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-21:0,,N/F,,N/F,,560,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-21:0,,N/F,,N/F,,560,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,9.64,,736.6101074,,22681,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:2,,N/F,,N/F,,22681,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,N/F,,N/F,,22681,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-34:2,,9.55,,730.5380249,,40957,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-34:2,,N/F,,N/F,,40957,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-34:2,,N/F,,N/F,,40957,Linear,0.000, ,N/F,,N/F,,,,,3
C16PA,,9.55,,671.4613647,,366,Linear,0.000, ,N/A,,N/A,,,,,2
C16PA,,N/F,,N/F,,366,Linear,0.000, ,N/F,,N/F,,,,,1
C16PA,,N/F,,N/F,,366,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:4,,9.64,,732.5784912,,4512,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:4,,N/F,,N/F,,4512,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:4,,N/F,,N/F,,4512,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-33:1,,9.57,,740.5170288,,412,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-33:1,,N/F,,N/F,,412,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DAG-33:1,,N/F,,N/F,,412,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-30:0,,9.67,,706.5626831,,396,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-30:0,,N/F,,N/F,,396,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-30:0,,N/F,,N/F,,396,Linear,0.000, ,N/F,,N/F,,,,,2
C16PME,,9.7,,706.5377197,,74273,Linear,0.000, ,N/A,,N/A,,,,,1
C16PME,,9.67,,728.522583,,74273,Linear,0.000, ,N/A,,N/A,,,,,2
C16PME,,N/F,,N/F,,74273,Linear,0.000, ,N/F,,N/F,,,,,3
C16-PE,,9.73,,714.5041504,,519,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PE,,N/F,,N/F,,519,Linear,0.000, ,N/F,,N/F,,,,,1
C16-PE,,N/F,,N/F,,519,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-19:0,,9.61,,530.4072266,,671,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-19:0,,9.63,,552.3877563,,671,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,N/F,,N/F,,671,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-30:0,,9.77,,700.4894409,,6707,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-30:0,,N/F,,N/F,,6707,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DAG-30:0,,N/F,,N/F,,6707,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-30:1,,9.78,,682.5627441,,231074,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-30:1,,9.71,,704.5465698,,231074,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-30:1,,N/F,,N/F,,231074,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-31:0,,9.81,,714.5018311,,657,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-31:0,,N/F,,N/F,,657,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DAG-31:0,,N/F,,N/F,,657,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:1,,9.89,,792.5753784,,55192,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:1,,9.85,,775.5479126,,55192,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:1,,9.86,,797.5316162,,55192,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-29:0,,9.85,,670.5627441,,240189,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-29:0,,9.84,,687.5870361,,240189,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-29:0,,N/F,,N/F,,240189,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:2,,9.89,,792.5753784,,55192,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:2,,9.85,,775.5479126,,55192,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:2,,9.86,,797.5316162,,55192,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-35:1,,9.85,,785.5317993,,1260,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-35:1,,N/F,,N/F,,1260,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-35:1,,N/F,,N/F,,1260,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-28:0,,9.88,,656.5470581,,353998,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-28:0,,9.83,,673.5725708,,353998,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-28:0,,N/F,,N/F,,353998,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-35:2,,9.91,,778.5613403,,30572,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-35:2,,9.88,,783.5150146,,30572,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-35:2,,9.88,,761.5356445,,30572,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-34:2,,9.92,,764.5452881,,182377,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-34:2,,9.96,,747.5189819,,182377,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:2,,9.94,,769.5004883,,182377,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-30:1,,9.92,,710.4934692,,360,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-30:1,,N/F,,N/F,,360,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-30:1,,N/F,,N/F,,360,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-34:3,,9.88,,762.531311,,3676,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-34:3,,N/F,,N/F,,3676,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-34:3,,N/F,,N/F,,3676,Linear,0.000, ,N/F,,N/F,,,,,3
C16-PG,,9.98,,762.5275879,,10761,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PG,,9.99,,767.4806519,,10761,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PG,,N/F,,N/F,,10761,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-32:1,,9.99,,738.5283813,,157585,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-32:1,,9.97,,743.484375,,157585,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-32:1,,N/F,,N/F,,157585,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DEG-37:0,,9.97,,774.5974731,,1157,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DEG-37:0,,10,,779.55896,,1157,Linear,0.000, ,N/A,,N/A,,,,,3
