BIGRAPA	Depth	Temp	Salinity ox 	Volts	chl
555	559.8	6.99	34.523	32	0	0.0836
556	560.8	6.979	34.521	32	0	0.0708
557	561.8	6.962	34.52	32.5	0	0.0716
558	562.9	6.949	34.519	33.3	0	0.077
559	563.9	6.93	34.516	34.5	0	0.0733
560	564.9	6.907	34.515	35.8	0	0.0697
561	565.9	6.895	34.514	36.3	0	0.0715
562	566.9	6.879	34.512	37	0	0.0722
563	567.9	6.868	34.511	37	0	0.0699
564	568.9	6.855	34.51	37.6	0	0.071
565	569.9	6.838	34.509	38.4	0	0.0678
566	570.9	6.829	34.508	38.7	0	0.0692
567	571.9	6.816	34.507	38.9	0	0.0716
568	573.0	6.803	34.506	39.4	0	0.0699
569	574.0	6.789	34.505	39.8	0	0.0724
570	575.0	6.774	34.504	40.2	0	0.0708
571	576.0	6.765	34.504	40.4	0	0.0701
572	577.0	6.756	34.503	40.6	0	0.0728
573	578.0	6.747	34.503	40.4	0	0.0716
574	579.0	6.74	34.502	40.5	0	0.0721
575	580.0	6.735	34.502	40.8	0	0.0692
576	581.0	6.732	34.502	41	0	0.0701
577	582.0	6.728	34.501	41	0	0.0683
578	583.1	6.721	34.501	41	0	0.0716
579	584.1	6.713	34.501	41.2	0	0.0833
580	585.1	6.705	34.5	41.8	0	0.0719
581	586.1	6.69	34.499	42.6	0	0.0678
582	587.1	6.66	34.495	44.4	0	0.0713
583	588.1	6.616	34.493	46.2	0	0.0706
584	589.1	6.607	34.493	46.9	0	0.0695
585	590.1	6.601	34.492	47	0	0.0705
586	591.1	6.594	34.492	47.1	0	0.0644
587	592.1	6.587	34.491	47	0	0.0677
588	593.1	6.58	34.491	46.7	0	0.0716
589	594.2	6.573	34.492	46.3	0	0.0677
590	595.2	6.571	34.492	46	0	0.0685
591	596.2	6.569	34.491	46	0	0.0709
592	597.2	6.566	34.491	45.9	0	0.0665
593	598.2	6.563	34.491	45.8	0	0.0695
594	599.2	6.553	34.491	45.9	0	0.0708
595	600.2	6.533	34.491	45.6	0	0.0688
596	601.2	6.528	34.492	45.4	0	0.0702
597	602.2	6.529	34.493	44.8	0	0.0708
598	603.2	6.53	34.493	44.3	0	0.0701
599	604.3	6.531	34.494	43.8	0	0.0687
600	605.3	6.531	34.494	43.8	0	0.0705
601	606.3	6.528	34.494	43.9	0	0.0729
602	607.3	6.514	34.493	44.3	0	0.0696
603	608.3	6.497	34.493	44.2	0	0.0701
604	609.3	6.487	34.492	45.3	0	0.0694
605	610.3	6.458	34.49	45.8	0	0.0709
606	611.3	6.47	34.496	43	0	0.0694
607	612.3	6.485	34.5	39.8	0	0.0692
608	613.3	6.483	34.5	38.6	0	0.0698
609	614.3	6.48	34.5	39	0	0.0692
610	615.4	6.476	34.5	39.5	0	0.0714
611	616.4	6.465	34.499	40.1	0	0.0708
612	617.4	6.452	34.498	40.6	0	0.0705
613	618.4	6.442	34.498	41.3	0	0.0703
614	619.4	6.436	34.498	41.3	0	0.0733
615	620.4	6.431	34.499	40.9	0	0.0717
616	621.4	6.431	34.499	40.3	0	0.0713
617	622.4	6.432	34.5	39.4	0	0.0728
618	623.4	6.43	34.502	38.5	0	0.0711
619	624.4	6.426	34.502	38.3	0	0.0708
620	625.5	6.41	34.501	38.9	0	0.072
621	626.5	6.404	34.501	39.5	0	0.0758
622	627.5	6.397	34.5	39.7	0	0.0726
623	628.5	6.396	34.5	39.9	0	0.0726
624	629.5	6.386	34.5	39.4	0	0.0727
625	630.5	6.371	34.501	39.3	0	0.0719
626	631.5	6.365	34.501	39.1	0	0.0701
627	632.5	6.362	34.501	38.6	0	0.072
628	633.5	6.364	34.502	38.1	0	0.0708
629	634.5	6.366	34.503	37.6	0	0.0694
630	635.6	6.362	34.503	37.5	0	0.0824
631	636.6	6.351	34.502	37.8	0	0.0727
632	637.6	6.34	34.502	38.1	0	0.0711
633	638.6	6.337	34.502	38.2	0	0.0714
634	639.6	6.337	34.502	37.9	0	0.072
635	640.6	6.331	34.502	38.1	0	0.0743
636	641.6	6.32	34.501	38.3	0	0.0677
637	642.6	6.307	34.501	38.4	0	0.0714
638	643.6	6.294	34.501	38.4	0	0.0728
639	644.6	6.288	34.502	38.4	0	0.0708
640	645.6	6.274	34.501	38.6	0	0.0696
641	646.7	6.252	34.5	39.1	0	0.0701
642	647.7	6.242	34.5	39.2	0	0.0686
643	648.7	6.23	34.499	39.6	0	0.0694
644	649.7	6.217	34.499	39.7	0	0.0733
645	650.7	6.213	34.499	39.7	0	0.0733
646	651.7	6.211	34.499	39.5	0	0.0726
647	652.7	6.21	34.499	39.7	0	0.069
648	653.7	6.207	34.499	39.7	0	0.072
649	654.7	6.198	34.499	39.4	0	0.0733
650	655.7	6.186	34.497	39.9	0	0.0698
651	656.8	6.152	34.495	41.1	0	0.0715
652	657.8	6.127	34.496	41.3	0	0.0729
653	658.8	6.11	34.495	41.4	0	0.0728
654	659.8	6.106	34.495	41.5	0	0.0701
655	660.8	6.104	34.495	41.4	0	0.0712
656	661.8	6.101	34.495	41.5	0	0.0682
657	662.8	6.098	34.495	41.6	0	0.0685
658	663.8	6.097	34.495	41.4	0	0.0705
659	664.8	6.095	34.495	41.4	0	0.0705
660	665.8	6.094	34.494	41.7	0	0.0715
661	666.8	6.092	34.494	41.5	0	0.0714
662	667.9	6.09	34.494	41.5	0	0.0708
663	668.9	6.088	34.494	41.9	0	0.0714
664	669.9	6.087	34.494	41.5	0	0.0723
665	670.9	6.084	34.494	41.5	0	0.0733
666	671.9	6.079	34.494	41.5	0	0.0714
667	672.9	6.069	34.493	41.8	0	0.0703
668	673.9	6.064	34.493	42.1	0	0.0698
669	674.9	6.061	34.493	41.9	0	0.0714
670	675.9	6.058	34.493	41.8	0	0.0692
671	676.9	6.05	34.493	41.9	0	0.0696
672	678.0	6.036	34.494	41.7	0	0.0709
673	679.0	6.03	34.494	41.7	0	0.0709
674	680.0	6.028	34.494	41.5	0	0.0773
675	681.0	6.027	34.494	41.6	0	0.0713
676	682.0	6.026	34.494	41.9	0	0.0712
677	683.0	6.023	34.493	41.5	0	0.0702
678	684.0	6.017	34.494	41.5	0	0.0711
679	685.0	6.017	34.494	41.6	0	0.0712
680	686.0	6.013	34.494	41.5	0	0.0709
681	687.0	6.009	34.494	41.7	0	0.0708
682	688.0	6.005	34.493	41.7	0	0.0707
683	689.1	6.002	34.494	41.9	0	0.0705
684	690.1	5.999	34.494	42	0	0.0692
685	691.1	5.996	34.493	42	0	0.0715
686	692.1	5.994	34.493	41.9	0	0.0718
687	693.1	5.993	34.493	41.9	0	0.0733
688	694.1	5.991	34.493	42	0	0.0724
689	695.1	5.988	34.493	41.9	0	0.0707
690	696.1	5.975	34.493	42.1	0	0.0717
691	697.1	5.968	34.493	42.4	0	0.0719
692	698.1	5.96	34.493	42.3	0	0.0717
693	699.2	5.959	34.493	42.3	0	0.0678
694	700.2	5.957	34.493	42.2	0	0.0714
695	701.2	5.956	34.493	42.1	0	0.0733
696	702.2	5.955	34.493	42.2	0	0.0771
697	703.2	5.955	34.493	42.2	0	0.0702
698	704.2	5.951	34.493	42.2	0	0.071
699	705.2	5.946	34.493	42.1	0	0.07
700	706.2	5.944	34.493	42.2	0	0.0701
701	707.2	5.942	34.493	42.2	0	0.0698
702	708.2	5.938	34.493	42.2	0	0.0715
703	709.3	5.93	34.493	42.2	0	0.0706
704	710.3	5.922	34.493	42.2	0	0.0712
705	711.3	5.915	34.493	42.3	0	0.071
706	712.3	5.907	34.493	42.3	0	0.1192
707	713.3	5.896	34.493	42.3	0	0.1033
708	714.3	5.889	34.493	42.6	0	0.0692
709	715.3	5.886	34.493	42.7	0	0.0724
710	716.3	5.885	34.493	42.7	0	0.0715
711	717.3	5.882	34.492	42.6	0	0.0704
712	718.3	5.879	34.492	42.5	0	0.0711
713	719.3	5.879	34.492	42.5	0	0.0715
714	720.4	5.877	34.492	42.5	0	0.072
715	721.4	5.876	34.492	42.6	0	0.0712
716	722.4	5.873	34.492	42.6	0	0.0876
717	723.4	5.866	34.492	42.6	0	0.0739
718	724.4	5.855	34.492	42.6	0	0.0704
719	725.4	5.851	34.493	42.6	0	0.069
720	726.4	5.847	34.492	42.8	0	0.0712
721	727.4	5.843	34.492	43	0	0.0705
722	728.4	5.841	34.492	42.8	0	0.0704
723	729.4	5.838	34.492	42.8	0	0.07
724	730.5	5.831	34.492	42.8	0	0.0702
725	731.5	5.824	34.492	42.8	0	0.0718
726	732.5	5.822	34.492	43	0	0.0711
727	733.5	5.82	34.492	43	0	0.0716
728	734.5	5.812	34.492	42.6	0	0.0725
729	735.5	5.799	34.493	42.6	0	0.0724
730	736.5	5.794	34.493	42.8	0	0.0705
731	737.5	5.782	34.492	43.1	0	0.0688
732	738.5	5.771	34.493	43	0	0.0701
733	739.5	5.766	34.493	43	0	0.0696
734	740.5	5.757	34.493	43	0	0.0698
735	741.6	5.755	34.493	43	0	0.0713
736	742.6	5.751	34.493	43.1	0	0.0692
737	743.6	5.748	34.492	43.2	0	0.0718
738	744.6	5.739	34.492	43.3	0	0.0711
739	745.6	5.73	34.492	43.5	0	0.0694
740	746.6	5.727	34.492	43.6	0	0.0694
741	747.6	5.726	34.492	43.6	0	0.0713
742	748.6	5.724	34.492	43.6	0	0.0733
743	749.6	5.719	34.492	43.5	0	0.0707
744	750.6	5.716	34.492	43.7	0	0.073
745	751.7	5.711	34.492	43.5	0	0.071
746	752.7	5.708	34.492	43.5	0	0.0708
747	753.7	5.703	34.492	43.6	0	0.0721
748	754.7	5.691	34.492	43.6	0	0.0707
749	755.7	5.682	34.492	43.7	0	0.0711
750	756.7	5.679	34.492	44	0	0.0733
751	757.7	5.677	34.492	44.1	0	0.0705
752	758.7	5.673	34.492	44.1	0	0.0714
753	759.7	5.669	34.492	44	0	0.0717
754	760.7	5.665	34.492	44.2	0	0.0712
755	761.8	5.659	34.492	44.3	0	0.0708
756	762.8	5.653	34.492	44	0	0.0713
757	763.8	5.648	34.492	44.2	0	0.0724
758	764.8	5.643	34.492	44.3	0	0.0727
759	765.8	5.64	34.492	44.4	0	0.0708
760	766.8	5.638	34.492	44.4	0	0.0726
761	767.8	5.633	34.492	44.3	0	0.0714
762	768.8	5.628	34.492	44.5	0	0.0704
763	769.8	5.622	34.492	44.6	0	0.0726
764	770.8	5.614	34.492	44.5	0	0.07
765	771.8	5.607	34.492	45	0	0.0711
766	772.9	5.605	34.492	44.8	0	0.0703
767	773.9	5.6	34.492	44.6	0	0.0701
768	774.9	5.593	34.492	44.6	0	0.0704
769	775.9	5.589	34.492	44.6	0	0.0695
770	776.9	5.579	34.491	45.1	0	0.0728
771	777.9	5.573	34.491	45.8	0	0.0722
772	778.9	5.564	34.491	46	0	0.0712
773	779.9	5.56	34.49	46.3	0	0.0692
774	780.9	5.556	34.49	46.3	0	0.0697
775	781.9	5.545	34.49	46.4	0	0.0705
776	783.0	5.537	34.49	46.3	0	0.071
777	784.0	5.532	34.491	45.9	0	0.072
778	785.0	5.532	34.491	45.7	0	0.0696
779	786.0	5.532	34.492	45.6	0	0.0721
780	787.0	5.532	34.492	45.5	0	0.0722
781	788.0	5.532	34.492	45.3	0	0.0707
782	789.0	5.532	34.492	45.1	0	0.0681
783	790.0	5.531	34.492	45.4	0	0.0729
784	791.0	5.531	34.492	45.4	0	0.0708
785	792.0	5.528	34.492	45.1	0	0.0722
786	793.0	5.521	34.492	45.1	0	0.0716
787	794.1	5.512	34.492	45.2	0	0.0726
788	795.1	5.505	34.492	45.4	0	0.0688
789	796.1	5.498	34.492	45.8	0	0.0701
790	797.1	5.484	34.492	46	0	0.0696
791	798.1	5.477	34.492	45.9	0	0.0724
792	799.1	5.467	34.491	46.4	0	0.0696
793	800.1	5.455	34.492	46.8	0	0.0711
794	801.1	5.453	34.492	46.7	0	0.072
795	802.1	5.441	34.491	46.6	0	0.0684
796	803.1	5.432	34.492	47	0	0.0684
797	804.2	5.409	34.491	47.3	0	0.0716
798	805.2	5.396	34.491	47.9	0	0.0695
799	806.2	5.391	34.491	48.4	0	0.0691
800	807.2	5.389	34.491	48.5	0	0.069
801	808.2	5.387	34.49	48.6	0	0.0741
802	809.2	5.385	34.49	48.5	0	0.0688
803	810.2	5.386	34.49	48.4	0	0.0699
804	811.2	5.385	34.49	48.6	0	0.0708
805	812.2	5.384	34.49	48.5	0	0.072
806	813.2	5.383	34.49	48.4	0	0.0704
807	814.2	5.382	34.49	48.7	0	0.0684
808	815.3	5.38	34.49	48.7	0	0.0665
809	816.3	5.379	34.49	48.4	0	0.0687
810	817.3	5.377	34.49	48.4	0	0.0702
811	818.3	5.375	34.49	48.7	0	0.0696
812	819.3	5.374	34.49	48.9	0	0.0697
813	820.3	5.372	34.49	48.7	0	0.0689
814	821.3	5.368	34.489	48.8	0	0.0719
815	822.3	5.36	34.49	49.1	0	0.0705
816	823.3	5.354	34.49	49.2	0	0.0707
817	824.3	5.349	34.49	49	0	0.0699
818	825.4	5.345	34.49	48.9	0	0.0714
819	826.4	5.344	34.49	49.1	0	0.0707
820	827.4	5.333	34.49	49.2	0	0.0677
821	828.4	5.323	34.49	49.5	0	0.0692
822	829.4	5.319	34.49	49.3	0	0.0703
823	830.4	5.317	34.49	49.4	0	0.0704
824	831.4	5.315	34.49	49.6	0	0.0712
825	832.4	5.312	34.49	49.5	0	0.0695
826	833.4	5.308	34.49	49.4	0	0.0701
827	834.4	5.302	34.49	49.4	0	0.0711
828	835.5	5.296	34.491	49.5	0	0.0708
829	836.5	5.295	34.491	49.4	0	0.0717
830	837.5	5.291	34.491	49.6	0	0.0786
831	838.5	5.287	34.491	49.3	0	0.0707
832	839.5	5.285	34.491	49.4	0	0.0684
833	840.5	5.284	34.491	49.6	0	0.0698
834	841.5	5.284	34.491	49.8	0	0.0705
835	842.5	5.278	34.49	49.7	0	0.0686
836	843.5	5.27	34.491	49.8	0	0.0716
837	844.5	5.267	34.491	49.7	0	0.07
838	845.5	5.256	34.491	49.7	0	0.0684
839	846.6	5.252	34.491	50	0	0.0701
840	847.6	5.247	34.491	50.3	0	0.069
841	848.6	5.243	34.491	50	0	0.0703
842	849.6	5.237	34.492	50	0	0.0689
843	850.6	5.235	34.492	50	0	0.0698
844	851.6	5.229	34.491	50	0	0.0687
845	852.6	5.221	34.492	50	0	0.0683
846	853.6	5.209	34.492	50.1	0	0.0704
847	854.6	5.203	34.493	50.3	0	0.0721
848	855.6	5.201	34.493	50.5	0	0.0694
849	856.7	5.196	34.493	50.3	0	0.069
850	857.7	5.193	34.493	50.2	0	0.0705
851	858.7	5.188	34.493	50.1	0	0.0698
852	859.7	5.181	34.493	50	0	0.0698
853	860.7	5.172	34.493	50	0	0.0708
854	861.7	5.166	34.494	49.9	0	0.069
855	862.7	5.159	34.494	50.1	0	0.0695
856	863.7	5.148	34.495	50	0	0.0685
857	864.7	5.145	34.495	50.1	0	0.0701
858	865.7	5.142	34.495	50.1	0	0.069
859	866.7	5.139	34.495	50.1	0	0.0706
860	867.8	5.136	34.495	50.2	0	0.0705
861	868.8	5.132	34.495	50.2	0	0.0702
862	869.8	5.129	34.495	50.2	0	0.0714
863	870.8	5.129	34.495	50.2	0	0.068
864	871.8	5.128	34.495	50.2	0	0.0705
865	872.8	5.127	34.495	50.2	0	0.0699
866	873.8	5.123	34.495	50.2	0	0.0689
867	874.8	5.114	34.495	50.3	0	0.07
868	875.8	5.112	34.495	50.2	0	0.072
869	876.8	5.11	34.495	50.2	0	0.0713
870	877.9	5.108	34.495	50.3	0	0.068
871	878.9	5.102	34.495	50.3	0	0.071
872	879.9	5.099	34.496	50.3	0	0.1007
873	880.9	5.098	34.496	50.3	0	0.0705
874	881.9	5.096	34.496	50.3	0	0.0719
875	882.9	5.095	34.496	50.4	0	0.0692
876	883.9	5.093	34.496	50.3	0	0.0728
877	884.9	5.092	34.496	50.5	0	0.0704
878	885.9	5.089	34.496	50.3	0	0.0701
879	886.9	5.084	34.496	50.3	0	0.0677
880	888.0	5.081	34.496	50.4	0	0.0711
881	889.0	5.075	34.496	50.4	0	0.0702
882	890.0	5.066	34.496	50.5	0	0.0708
883	891.0	5.053	34.497	50.8	0	0.0708
884	892.0	5.049	34.497	51	0	0.0688
885	893.0	5.047	34.497	50.9	0	0.0684
886	894.0	5.046	34.497	50.8	0	0.0699
887	895.0	5.046	34.497	50.6	0	0.0719
888	896.0	5.045	34.497	50.7	0	0.069
889	897.0	5.04	34.497	50.7	0	0.0707
890	898.0	5.031	34.497	51.1	0	0.0712
891	899.1	5.02	34.497	51.3	0	0.07
892	900.1	5.012	34.498	51.2	0	0.0726
893	901.1	5.005	34.498	51.1	0	0.0694
894	902.1	5.002	34.498	51.2	0	0.0717
895	903.1	5.002	34.498	51.4	0	0.0726
896	904.1	5.001	34.498	51.8	0	0.0678
897	905.1	4.998	34.498	51.6	0	0.0719
898	906.1	4.994	34.498	51.6	0	0.069
899	907.1	4.991	34.498	51.6	0	0.0682
900	908.1	4.987	34.498	51.6	0	0.0711
901	909.2	4.984	34.498	51.5	0	0.0694
902	910.2	4.981	34.498	51.6	0	0.0696
903	911.2	4.978	34.498	51.8	0	0.072
904	912.2	4.975	34.498	52.1	0	0.0694
905	913.2	4.972	34.498	52.3	0	0.0733
906	914.2	4.964	34.497	52.9	0	0.0733
907	915.2	4.95	34.496	53.1	0	0.0704
908	916.2	4.938	34.497	53.4	0	0.0688
909	917.2	4.931	34.498	53.8	0	0.0686
910	918.2	4.927	34.498	54	0	0.0716
911	919.2	4.923	34.497	53.7	0	0.0713
912	920.3	4.921	34.497	53.7	0	0.0693
913	921.3	4.92	34.497	53.7	0	0.0707
914	922.3	4.919	34.498	53.7	0	0.0685
915	923.3	4.905	34.496	54.1	0	0.0694
916	924.3	4.866	34.497	55.3	0	0.069
917	925.3	4.859	34.497	56.1	0	0.0704
918	926.3	4.859	34.497	56.1	0	0.0694
919	927.3	4.857	34.497	56.1	0	0.0681
920	928.3	4.853	34.497	56.3	0	0.0699
921	929.3	4.843	34.496	56.5	0	0.0692
922	930.4	4.838	34.496	56.8	0	0.0704
923	931.4	4.837	34.496	56.9	0	0.0647
924	932.4	4.83	34.496	56.8	0	0.0664
925	933.4	4.827	34.496	56.8	0	0.069
926	934.4	4.822	34.496	56.5	0	0.0678
927	935.4	4.808	34.497	56.3	0	0.0686
928	936.4	4.794	34.499	56.3	0	0.0695
929	937.4	4.79	34.5	56.1	0	0.0658
930	938.4	4.789	34.5	56	0	0.0699
931	939.4	4.786	34.5	56	0	0.0692
932	940.4	4.783	34.501	55.7	0	0.07
933	941.5	4.777	34.501	55.4	0	0.0725
934	942.5	4.77	34.501	55.6	0	0.0718
935	943.5	4.762	34.501	56	0	0.0692
936	944.5	4.754	34.502	56	0	0.0674
937	945.5	4.745	34.503	56.2	0	0.0709
938	946.5	4.742	34.503	56.3	0	0.0706
939	947.5	4.74	34.503	56.3	0	0.0717
940	948.5	4.739	34.503	56.2	0	0.0669
941	949.5	4.739	34.503	56.1	0	0.0686
942	950.5	4.738	34.503	56	0	0.0681
943	951.6	4.735	34.503	56.4	0	0.0688
944	952.6	4.733	34.503	56.3	0	0.069
945	953.6	4.73	34.503	56.3	0	0.0681
946	954.6	4.726	34.503	56.7	0	0.072
947	955.6	4.724	34.503	56.5	0	0.0682
948	956.6	4.721	34.503	56.4	0	0.0698
949	957.6	4.715	34.503	56.4	0	0.068
950	958.6	4.71	34.504	56.5	0	0.0658
951	959.6	4.708	34.504	56.7	0	0.0689
952	960.6	4.707	34.504	56.9	0	0.0687
953	961.7	4.706	34.504	56.7	0	0.0694
954	962.7	4.705	34.504	56.7	0	0.0683
955	963.7	4.703	34.504	56.9	0	0.0684
956	964.7	4.702	34.504	56.8	0	0.0682
957	965.7	4.701	34.504	56.8	0	0.0686
958	966.7	4.699	34.504	56.9	0	0.068
959	967.7	4.698	34.504	56.8	0	0.068
960	968.7	4.697	34.504	57	0	0.069
961	969.7	4.695	34.504	57.2	0	0.0689
962	970.7	4.694	34.504	57.1	0	0.0702
963	971.7	4.69	34.504	57.1	0	0.0722
964	972.8	4.687	34.504	57	0	0.0696
965	973.8	4.681	34.504	57.1	0	0.0694
966	974.8	4.679	34.504	57.3	0	0.069
967	975.8	4.675	34.504	57.3	0	0.0694
968	976.8	4.667	34.505	57.8	0	0.0694
969	977.8	4.658	34.505	57.5	0	0.0679
970	978.8	4.656	34.505	58	0	0.0667
971	979.8	4.652	34.505	58	0	0.0695
972	980.8	4.648	34.505	58.1	0	0.0698
973	981.8	4.647	34.505	58.2	0	0.0669
974	982.9	4.647	34.505	58	0	0.069
975	983.9	4.644	34.505	58.1	0	0.0702
976	984.9	4.642	34.505	58.4	0	0.0697
977	985.9	4.639	34.505	58.5	0	0.0712
978	986.9	4.629	34.505	58.4	0	0.0694
979	987.9	4.614	34.505	58.8	0	0.0708
980	988.9	4.604	34.506	59.1	0	0.0689
981	989.9	4.601	34.506	59.2	0	0.0678
982	990.9	4.6	34.506	59.2	0	0.0694
983	991.9	4.599	34.506	58.9	0	0.068
984	992.9	4.597	34.506	58.9	0	0.0703
985	994.0	4.597	34.506	59.2	0	0.0696
986	995.0	4.597	34.506	59.3	0	0.0679
987	996.0	4.595	34.506	59.3	0	0.0668
988	997.0	4.594	34.506	59.2	0	0.0717
989	998.0	4.591	34.506	59	0	0.0687
990	999.0	4.59	34.507	59.1	0	0.0705
991	1000.0	4.589	34.507	59.2	0	0.0705
992	1001.0	4.585	34.507	59.1	0	0.0672
993	1002.0	4.58	34.507	59.4	0	0.0673
994	1003.0	4.577	34.507	59.6	0	0.0686
995	1004.1	4.575	34.507	59.4	0	0.0677
996	1005.1	4.574	34.507	59.4	0	0.0669
997	1006.1	4.571	34.507	59.6	0	0.0712
998	1007.1	4.562	34.507	60.2	0	0.0697
999	1008.1	4.545	34.507	60.2	0	0.0692
1000	1009.1	4.535	34.508	60.4	0	0.0668
