2	03.02.2018	4.57	2.81	0.417	250	4.1530	2.393	0.1132	0.02	0.13
10	03.02.2018	6.29	3.70	0.417	250	5.8730	3.283	0.1666	0.02	0.18
25	03.02.2018	58.7	34.9	0.417	250	58.2830	34.483	1.5310	0.39	1.92
30	03.02.2018	95.3	56.5	0.417	250	94.8830	56.083	2.4959	0.63	3.12
50	03.02.2018	14.1	11.4	0.417	250	13.6830	10.983	0.1737	0.44	0.61
100	03.02.2018	3.85	3.58	0.417	250	3.4330	3.163	0.0174	0.16	0.18
250	03.02.2018	1.67	1.53	0.417	250	1.2530	1.113	0.0090	0.05	0.06
500	03.02.2018	0.938	0.895	0.417	250	.5210	.478	0.0028	0.02	0.03
