Compound,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
DGTS-34:4,,7.69,,754.5609741,,2259266,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:4,,N/F,,N/F,,2259266,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:1,,7.82,,682.5612793,,24673352,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:1,,7.75,,704.5457764,,24673352,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:1,,N/F,,N/F,,24673352,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:5,,7.66,,756.5760498,,884324,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,7
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,8
DGTS-36:5,,N/F,,N/F,,884324,Linear,0.000, ,N/F,,N/F,,,,,9
DGTS-31:0,,7.79,,698.5915527,,8777040,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:0,,7.76,,715.6173096,,8777040,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:0,,7.75,,720.5738525,,8777040,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-29:0,,7.85,,670.5604858,,28336049,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:0,,7.82,,687.5854492,,28336049,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:0,,7.79,,692.5456543,,28336049,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:0,,7.73,,740.6365356,,2096949,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:0,,7.69,,757.6633911,,2096949,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:0,,8.15,,738.6223145,,2096949,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:0,,8.12,,760.6083984,,2096949,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-34:0,,N/F,,N/F,,2096949,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:0,,N/F,,N/F,,2096949,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-34:1,,7.69,,738.6228027,,35582162,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:1,,7.62,,760.6071167,,35582162,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:1,,N/F,,N/F,,35582162,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:1,,N/F,,N/F,,35582162,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:1,,N/F,,N/F,,35582162,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:1,,N/F,,N/F,,35582162,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-34:3,,7.71,,734.5919189,,2048547,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:3,,N/F,,N/F,,2048547,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:3,,N/F,,N/F,,2048547,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-35:1,,7.83,,767.6531982,,4975,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-35:1,,N/F,,N/F,,4975,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-35:1,,N/F,,N/F,,4975,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-39:1,,7.71,,808.6997681,,2547,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-39:1,,7.74,,825.7322998,,2547,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-39:1,,N/F,,N/F,,2547,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-28:1,,7.85,,654.5299683,,13639967,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:1,,7.8,,676.5144043,,13639967,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:1,,7.71,,671.5592041,,13639967,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-30:0,,7.82,,684.5755005,,20031791,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:0,,7.75,,706.5609131,,20031791,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:0,,7.79,,701.6016235,,20031791,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:3,,7.85,,760.6112061,,1269,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:3,,N/F,,N/F,,1269,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:3,,N/F,,N/F,,1269,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:6,,7.9,,745.5714111,,1048,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:6,,N/F,,N/F,,1048,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:6,,N/F,,N/F,,1048,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-28:0,,7.88,,656.5455933,,77208553,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:0,,7.86,,673.5693359,,77208553,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:0,,7.82,,678.5308838,,77208553,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:0,,7.94,,734.5932617,,14587,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:0,,N/F,,N/F,,14587,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:0,,N/F,,N/F,,14587,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:8,,7.96,,729.5380249,,3793,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:8,,7.92,,734.4985352,,3793,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:8,,N/F,,N/F,,3793,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-27:0,,7.91,,642.5302734,,16706368,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-27:0,,7.87,,659.553772,,16706368,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-27:0,,7.87,,664.5125122,,16706368,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-26:0,,7.95,,628.515625,,10980309,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:0,,7.91,,645.5394897,,10980309,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-26:0,,7.95,,650.4970093,,10980309,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:4,,8.02,,704.546936,,4227,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:4,,N/F,,N/F,,4227,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:4,,N/F,,N/F,,4227,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-26:0,,8.11,,639.420166,,4517,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-26:0,,8.05,,656.4528809,,4517,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-26:0,,8.02,,661.4035645,,4517,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-31:1,,8.06,,696.5787354,,176205,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:1,,8.21,,713.6068726,,176205,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:1,,N/F,,N/F,,176205,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-33:0,,8.16,,736.6096802,,20958,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-33:0,,N/F,,N/F,,20958,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-33:0,,N/F,,N/F,,20958,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-33:0,,N/F,,N/F,,20958,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-33:0,,N/F,,N/F,,20958,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-33:0,,N/F,,N/F,,20958,Linear,0.000, ,N/F,,N/F,,,,,6
C16PDME,,8.41,,720.5524292,,141539,Linear,0.000, ,N/A,,N/A,,,,,1
C16PDME,,8.34,,737.578125,,141539,Linear,0.000, ,N/A,,N/A,,,,,2
C16PDME,,N/F,,N/F,,141539,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-26:0,,8.45,,645.5435791,,1142,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-26:0,,N/F,,N/F,,1142,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-26:0,,N/F,,N/F,,1142,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-24:0,,8.47,,617.5126343,,1542,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-24:0,,N/F,,N/F,,1542,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-24:0,,N/F,,N/F,,1542,Linear,0.000, ,N/F,,N/F,,,,,3
PDME-DAG-30:0,,8.5,,692.5245972,,621338,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-30:0,,8.47,,709.5487061,,621338,Linear,0.000, ,N/A,,N/A,,,,,2
PDME-DAG-30:0,,8.38,,714.5076904,,621338,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-25:0,,8.96,,631.5267944,,474,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-25:0,,N/F,,N/F,,474,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-25:0,,N/F,,N/F,,474,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-32:2,,9.43,,708.5772095,,401,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-32:2,,N/F,,N/F,,401,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-32:2,,N/F,,N/F,,401,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-33:1,,9.4,,724.6090698,,439,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-33:1,,N/F,,N/F,,439,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-33:1,,N/F,,N/F,,439,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:5,,9.5,,752.5467529,,2763,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-34:5,,N/F,,N/F,,2763,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-34:5,,N/F,,N/F,,2763,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-36:2,,9.42,,786.6201782,,132874,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:2,,N/F,,N/F,,132874,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-36:2,,N/F,,N/F,,132874,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:6,,9.43,,784.6104126,,604947,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:6,,9.57,,801.6321411,,604947,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-38:6,,N/F,,N/F,,604947,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:6,,9.52,,756.5789795,,378120,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:6,,9.46,,778.5595703,,378120,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-36:6,,N/F,,N/F,,378120,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-35:1,,9.55,,774.6256104,,591,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-35:1,,N/F,,N/F,,591,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-35:1,,N/F,,N/F,,591,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-42:11,,9.45,,830.5899048,,797,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-42:11,,N/F,,N/F,,797,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-42:11,,N/F,,N/F,,797,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:0,,9.61,,796.7022705,,457962,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:0,,N/F,,N/F,,457962,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:0,,N/F,,N/F,,457962,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-40:10,,9.61,,812.5558472,,458665,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-40:10,,N/F,,N/F,,458665,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-40:10,,N/F,,N/F,,458665,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:1,,9.56,,760.6085815,,93920,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:1,,N/F,,N/F,,93920,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:1,,N/F,,N/F,,93920,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-34:1,,9.6,,762.52771,,1396,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:1,,N/F,,N/F,,1396,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-34:1,,N/F,,N/F,,1396,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-21:0,,9.65,,558.4338379,,2141,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-21:0,,9.49,,580.416748,,2141,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-21:0,,N/F,,N/F,,2141,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,9.65,,736.6079102,,16280768,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:2,,9.57,,758.5942383,,16280768,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:2,,N/F,,N/F,,16280768,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-34:2,,9.53,,730.5386963,,191747,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-34:2,,9.62,,747.5666504,,191747,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-34:2,,9.57,,752.5178223,,191747,Linear,0.000, ,N/A,,N/A,,,,,3
C16PA,,9.65,,688.4912109,,198653,Linear,0.000, ,N/A,,N/A,,,,,1
C16PA,,9.55,,671.4616699,,198653,Linear,0.000, ,N/A,,N/A,,,,,2
C16PA,,9.63,,693.4458008,,198653,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-34:4,,9.62,,732.5799561,,1216737,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:4,,9.59,,754.5618896,,1216737,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-34:4,,N/F,,N/F,,1216737,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-33:1,,9.63,,718.5380249,,461917,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-33:1,,9.57,,735.5647583,,461917,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-33:1,,N/F,,N/F,,461917,Linear,0.000, ,N/F,,N/F,,,,,3
C16PME,,9.68,,706.5354614,,273660,Linear,0.000, ,N/A,,N/A,,,,,1
C16PME,,9.67,,728.5174561,,273660,Linear,0.000, ,N/A,,N/A,,,,,2
C16PME,,9.73,,723.5643921,,273660,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PE,,9.73,,692.5210571,,1100655,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PE,,9.72,,714.5031738,,1100655,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PE,,9.65,,709.5523071,,1100655,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,9.68,,552.385437,,659,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,N/F,,N/F,,659,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-19:0,,N/F,,N/F,,659,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-30:0,,9.76,,678.5057373,,2014268,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-30:0,,9.76,,700.4880981,,2014268,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-30:0,,9.72,,695.5300903,,2014268,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-30:1,,9.77,,682.5606689,,54134206,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-30:1,,9.71,,704.5454102,,54134206,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-30:1,,N/F,,N/F,,54134206,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-31:0,,9.73,,692.5210571,,1099974,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-31:0,,9.72,,714.5031738,,1099974,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-31:0,,N/F,,N/F,,1099974,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:1,,9.83,,792.5732422,,13176857,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:1,,9.83,,775.5470581,,13176857,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:1,,9.82,,797.5288696,,13176857,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-29:0,,9.85,,670.5604858,,27672374,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-29:0,,9.8,,687.5849609,,27672374,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-29:0,,9.79,,692.5456543,,27672374,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DEG-36:5,,9.84,,710.5462036,,7616,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DEG-36:5,,N/F,,N/F,,7616,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DEG-36:5,,N/F,,N/F,,7616,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:2,,9.83,,792.5732422,,13176857,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:2,,9.83,,775.5470581,,13176857,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:2,,9.82,,797.5288696,,13176857,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-29:4,,9.88,,673.4575806,,11050,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-29:4,,9.9,,678.4083252,,11050,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-29:4,,N/F,,N/F,,11050,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-35:1,,9.92,,785.5272827,,704429,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-35:1,,9.9,,763.5446167,,704429,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-35:1,,N/F,,N/F,,704429,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-28:0,,9.88,,656.5449219,,103235635,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-28:0,,9.85,,673.569519,,103235635,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-28:0,,9.8,,678.5308228,,103235635,Linear,0.000, ,N/A,,N/A,,,,,3
