Compound,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
DGTS-33:1,,7.68,,741.6340942,,5736139,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:2,,7.66,,736.6088867,,6466061,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:2,,7.62,,758.5942383,,6466061,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:2,,N/F,,N/F,,6466061,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:2,,N/F,,N/F,,6466061,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:2,,N/F,,N/F,,6466061,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:2,,N/F,,N/F,,6466061,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-32:1,,7.72,,710.5932617,,8296688,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:1,,7.69,,732.5772705,,8296688,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:1,,7.68,,727.6225586,,8296688,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:6,,7.69,,754.5599365,,2450,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:6,,N/F,,N/F,,2450,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:6,,N/F,,N/F,,2450,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS,,7.76,,712.6078491,,1590841,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS,,7.68,,734.5925903,,1590841,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS,,7.72,,729.6345825,,1590841,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:4,,7.69,,732.5772705,,47467,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:4,,7.69,,754.5599365,,47467,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:4,,N/F,,N/F,,47467,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:1,,7.81,,682.5636597,,889212,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:1,,7.74,,704.5469971,,889212,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:1,,7.68,,699.5910645,,889212,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:5,,7.81,,773.6005859,,9320,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:5,,7.81,,773.6005859,,9320,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-36:5,,7.81,,773.6005859,,9320,Linear,0.000, ,N/A,,N/A,,,,,8
DGTS-36:5,,N/F,,N/F,,9320,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-36:5,,N/F,,N/F,,9320,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:5,,N/F,,N/F,,9320,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-36:5,,N/F,,N/F,,9320,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-36:5,,N/F,,N/F,,9320,Linear,0.000, ,N/F,,N/F,,,,,7
DGTS-36:5,,N/F,,N/F,,9320,Linear,0.000, ,N/F,,N/F,,,,,9
DGTS-31:0,,7.79,,698.5947266,,813973,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:0,,7.77,,715.619751,,813973,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:0,,7.7,,720.5765991,,813973,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-29:0,,7.84,,670.5634766,,771425,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:0,,7.81,,687.5879517,,771425,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:0,,N/F,,N/F,,771425,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:0,,7.79,,740.6365967,,53905,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:0,,N/F,,N/F,,53905,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:0,,N/F,,N/F,,53905,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:0,,N/F,,N/F,,53905,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:0,,N/F,,N/F,,53905,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:0,,N/F,,N/F,,53905,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-34:1,,7.69,,738.6235962,,35071499,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:1,,7.66,,760.6079102,,35071499,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:1,,7.68,,755.6535034,,35071499,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-34:1,,7.85,,760.6092529,,35071499,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-34:1,,N/F,,N/F,,35071499,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:1,,N/F,,N/F,,35071499,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-28:1,,7.85,,654.5327759,,237071,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:1,,N/F,,N/F,,237071,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-28:1,,N/F,,N/F,,237071,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-37:2,,7.75,,778.6538696,,828,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-37:2,,N/F,,N/F,,828,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-37:2,,N/F,,N/F,,828,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:0,,7.82,,684.5788574,,888481,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:0,,7.73,,706.5623169,,888481,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:0,,7.78,,701.6030884,,888481,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:3,,7.88,,760.6106567,,6509,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:3,,N/F,,N/F,,6509,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:3,,N/F,,N/F,,6509,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:6,,7.91,,745.5734863,,445,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:6,,N/F,,N/F,,445,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:6,,N/F,,N/F,,445,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-28:0,,7.88,,656.5481567,,1559226,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:0,,7.84,,673.5727539,,1559226,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:0,,N/F,,N/F,,1559226,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-32:0,,7.94,,734.5911255,,2834,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:0,,N/F,,N/F,,2834,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:0,,N/F,,N/F,,2834,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:2,,7.91,,708.579834,,3576,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:2,,N/F,,N/F,,3576,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:2,,N/F,,N/F,,3576,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:8,,7.85,,729.5376587,,1478,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:8,,7.92,,734.4956055,,1478,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:8,,N/F,,N/F,,1478,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-27:0,,7.92,,642.5323486,,305537,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-27:0,,7.87,,659.5570068,,305537,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-27:0,,7.95,,664.5136719,,305537,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:3,,7.92,,728.546875,,489,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:3,,N/F,,N/F,,489,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:3,,N/F,,N/F,,489,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-26:0,,7.95,,628.5170898,,206605,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:0,,N/F,,N/F,,206605,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-26:0,,N/F,,N/F,,206605,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-29:1,,7.95,,668.5485229,,2015,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:1,,N/F,,N/F,,2015,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-29:1,,N/F,,N/F,,2015,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-32:4,,8.03,,704.5448608,,7241,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:4,,8.07,,721.5718384,,7241,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:4,,N/F,,N/F,,7241,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-26:0,,8.09,,656.4522095,,2098,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-26:0,,7.99,,661.4052734,,2098,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-26:0,,N/F,,N/F,,2098,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-35:0,,8.1,,752.6381226,,1779,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-35:0,,8.07,,769.670166,,1779,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-35:0,,N/F,,N/F,,1779,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-31:1,,8.18,,713.6070557,,1291,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:1,,N/F,,N/F,,1291,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-31:1,,N/F,,N/F,,1291,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-33:0,,8.28,,736.6088867,,469,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-33:0,,N/F,,N/F,,469,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-33:0,,N/F,,N/F,,469,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-33:0,,N/F,,N/F,,469,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-33:0,,N/F,,N/F,,469,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-33:0,,N/F,,N/F,,469,Linear,0.000, ,N/F,,N/F,,,,,6
PDME-DAG-35:1,,8.25,,777.6135864,,629,Linear,0.000, ,N/A,,N/A,,,,,2
PDME-DAG-35:1,,N/F,,N/F,,629,Linear,0.000, ,N/F,,N/F,,,,,1
PDME-DAG-35:1,,N/F,,N/F,,629,Linear,0.000, ,N/F,,N/F,,,,,3
C16PDME,,8.41,,720.5549927,,376217,Linear,0.000, ,N/A,,N/A,,,,,1
C16PDME,,8.44,,737.5772095,,376217,Linear,0.000, ,N/A,,N/A,,,,,2
C16PDME,,8.36,,742.5384521,,376217,Linear,0.000, ,N/A,,N/A,,,,,3
PDME-DAG-30:0,,8.49,,692.5241089,,4626889,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-30:0,,8.47,,709.5477295,,4626889,Linear,0.000, ,N/A,,N/A,,,,,2
PDME-DAG-30:0,,8.49,,714.5059814,,4626889,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-25:0,,8.95,,636.4830322,,529,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-25:0,,N/F,,N/F,,529,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-25:0,,N/F,,N/F,,529,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-33:1,,9.49,,724.6110229,,609,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-33:1,,N/F,,N/F,,609,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-33:1,,N/F,,N/F,,609,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:5,,9.46,,752.5471802,,3838,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-34:5,,N/F,,N/F,,3838,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-34:5,,N/F,,N/F,,3838,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:6,,9.44,,784.6105347,,46020,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:6,,N/F,,N/F,,46020,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:6,,N/F,,N/F,,46020,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:6,,9.52,,756.5800171,,18221,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:6,,N/F,,N/F,,18221,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-36:6,,N/F,,N/F,,18221,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-35:1,,9.6,,752.6410522,,30619,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-35:1,,N/F,,N/F,,30619,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-35:1,,N/F,,N/F,,30619,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:5,,9.47,,803.6547241,,2932,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-38:5,,N/F,,N/F,,2932,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-38:5,,N/F,,N/F,,2932,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-42:11,,9.46,,830.5921021,,600,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-42:11,,N/F,,N/F,,600,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-42:11,,N/F,,N/F,,600,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-44:12,,9.5,,856.6072388,,462,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-44:12,,N/F,,N/F,,462,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-44:12,,N/F,,N/F,,462,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:0,,9.54,,796.7039185,,2011,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:0,,N/F,,N/F,,2011,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:0,,N/F,,N/F,,2011,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-40:10,,9.61,,812.5547485,,20595,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-40:10,,N/F,,N/F,,20595,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-40:10,,N/F,,N/F,,20595,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:1,,9.54,,760.6091919,,237397,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:1,,9.63,,738.6246338,,237397,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:1,,N/F,,N/F,,237397,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-34:1,,9.54,,762.5307617,,1005,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:1,,N/F,,N/F,,1005,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-34:1,,N/F,,N/F,,1005,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-21:0,,9.61,,580.4196777,,424,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-21:0,,N/F,,N/F,,424,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-21:0,,N/F,,N/F,,424,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,9.62,,736.6083984,,117664,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:2,,N/F,,N/F,,117664,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,N/F,,N/F,,117664,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-34:2,,9.57,,730.5390625,,4176869,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-34:2,,9.63,,747.5680542,,4176869,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-34:2,,9.57,,752.520813,,4176869,Linear,0.000, ,N/A,,N/A,,,,,3
C16PA,,9.63,,688.4918823,,212629,Linear,0.000, ,N/A,,N/A,,,,,1
C16PA,,N/F,,N/F,,212629,Linear,0.000, ,N/F,,N/F,,,,,2
C16PA,,N/F,,N/F,,212629,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:4,,9.62,,732.5773315,,7792,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:4,,N/F,,N/F,,7792,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:4,,N/F,,N/F,,7792,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-33:1,,9.65,,718.5383911,,3352226,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-33:1,,9.65,,740.5201416,,3352226,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-33:1,,N/F,,N/F,,3352226,Linear,0.000, ,N/F,,N/F,,,,,2
C16PME,,9.68,,706.5375366,,1054629,Linear,0.000, ,N/A,,N/A,,,,,1
C16PME,,9.68,,728.520813,,1054629,Linear,0.000, ,N/A,,N/A,,,,,2
C16PME,,9.68,,723.5626221,,1054629,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PE,,9.72,,692.5227051,,1596850,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PE,,9.72,,714.505249,,1596850,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PE,,9.67,,709.546875,,1596850,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,9.61,,530.4052124,,726,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-19:0,,9.61,,552.3851929,,726,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,N/F,,N/F,,726,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-30:0,,9.77,,678.5075684,,6535585,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-30:0,,9.77,,700.4896851,,6535585,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-30:0,,9.73,,695.5350952,,6535585,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-30:1,,9.78,,682.5621948,,419762,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-30:1,,N/F,,N/F,,419762,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-30:1,,N/F,,N/F,,419762,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-31:0,,9.72,,692.5227051,,1532489,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-31:0,,9.72,,714.505249,,1532489,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-31:0,,9.67,,709.546875,,1532489,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-36:1,,9.88,,792.5753784,,1720308,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:1,,9.89,,775.546936,,1720308,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:1,,9.85,,797.5314331,,1720308,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-29:0,,9.84,,670.5621948,,463296,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-29:0,,9.8,,687.5883179,,463296,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-29:0,,N/F,,N/F,,463296,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DEG-36:5,,9.84,,710.5457153,,2440,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DEG-36:5,,N/F,,N/F,,2440,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DEG-36:5,,N/F,,N/F,,2440,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:2,,9.88,,792.5753784,,1720308,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:2,,9.89,,775.546936,,1720308,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:2,,9.85,,797.5314331,,1720308,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-29:4,,9.83,,656.4279785,,433,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-29:4,,N/F,,N/F,,433,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-29:4,,N/F,,N/F,,433,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-35:1,,9.89,,785.529541,,2723017,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-35:1,,9.88,,763.5471802,,2723017,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-35:1,,9.88,,780.5739746,,2723017,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-28:0,,9.89,,656.5455322,,1133718,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-28:0,,9.85,,673.5703735,,1133718,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-28:0,,N/F,,N/F,,1133718,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-35:2,,9.89,,778.5585327,,1917153,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-35:2,,9.89,,783.5140991,,1917153,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-35:2,,9.91,,761.5321045,,1917153,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-34:2,,9.89,,764.5429077,,5385951,Linear,0.000, ,N/A,,N/A,,,,,1
