Compound,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
DGTS-34:2,,7.74,,736.6104126,,9997,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:2,,N/F,,N/F,,9997,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:2,,N/F,,N/F,,9997,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:2,,N/F,,N/F,,9997,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:2,,N/F,,N/F,,9997,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-36:6,,7.7,,776.5436401,,1331,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:6,,N/F,,N/F,,1331,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-36:6,,N/F,,N/F,,1331,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS,,7.76,,712.6090698,,137873,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS,,N/F,,N/F,,137873,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS,,N/F,,N/F,,137873,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:1,,7.77,,704.5406494,,485,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:1,,N/F,,N/F,,485,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-30:1,,N/F,,N/F,,485,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-31:0,,7.79,,698.5935669,,98057,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:0,,7.75,,715.6193237,,98057,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:0,,N/F,,N/F,,98057,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-29:0,,7.84,,670.5621948,,337417,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:0,,7.82,,687.5875244,,337417,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:0,,N/F,,N/F,,337417,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:0,,7.7,,740.6400146,,49365,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:0,,N/F,,N/F,,49365,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:0,,N/F,,N/F,,49365,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:0,,N/F,,N/F,,49365,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:0,,N/F,,N/F,,49365,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:0,,N/F,,N/F,,49365,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-34:1,,7.73,,738.6244507,,8022,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:1,,N/F,,N/F,,8022,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:1,,N/F,,N/F,,8022,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:1,,N/F,,N/F,,8022,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:1,,N/F,,N/F,,8022,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:1,,N/F,,N/F,,8022,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-28:1,,7.81,,676.5093994,,1255,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:1,,N/F,,N/F,,1255,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-28:1,,N/F,,N/F,,1255,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:0,,7.82,,684.5778809,,208995,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:0,,N/F,,N/F,,208995,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-30:0,,N/F,,N/F,,208995,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:6,,7.8,,745.5691528,,4474,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:6,,7.93,,750.524231,,4474,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:6,,N/F,,N/F,,4474,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-28:0,,7.87,,656.5464478,,520496,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:0,,7.84,,673.5720215,,520496,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:0,,N/F,,N/F,,520496,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:8,,7.9,,712.5117188,,609,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:8,,N/F,,N/F,,609,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:8,,N/F,,N/F,,609,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-27:0,,7.91,,642.5314941,,126139,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-27:0,,7.86,,659.5557251,,126139,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-27:0,,7.92,,664.5149536,,126139,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-26:0,,7.94,,628.5164795,,105672,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:0,,7.93,,645.5428467,,105672,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-26:0,,N/F,,N/F,,105672,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-29:1,,7.95,,685.5728149,,922,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:1,,8,,690.5280151,,922,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-29:1,,N/F,,N/F,,922,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-37:6,,8.08,,792.5724487,,744,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-37:6,,N/F,,N/F,,744,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-37:6,,N/F,,N/F,,744,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-26:0,,8.03,,656.4494629,,6588,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-26:0,,8.04,,661.4052124,,6588,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-26:0,,N/F,,N/F,,6588,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-33:0,,7.95,,726.6228027,,499,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-33:0,,N/F,,N/F,,499,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-33:0,,N/F,,N/F,,499,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-33:0,,N/F,,N/F,,499,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-33:0,,N/F,,N/F,,499,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-33:0,,N/F,,N/F,,499,Linear,0.000, ,N/F,,N/F,,,,,6
C16PDME,,8.39,,720.5541382,,27113,Linear,0.000, ,N/A,,N/A,,,,,1
C16PDME,,8.4,,742.538208,,27113,Linear,0.000, ,N/A,,N/A,,,,,3
C16PDME,,N/F,,N/F,,27113,Linear,0.000, ,N/F,,N/F,,,,,2
PDME-DAG-30:0,,8.48,,692.5223389,,66468,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-30:0,,N/F,,N/F,,66468,Linear,0.000, ,N/F,,N/F,,,,,2
PDME-DAG-30:0,,N/F,,N/F,,66468,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:5,,9.54,,730.56427,,1488,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:5,,N/F,,N/F,,1488,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:5,,N/F,,N/F,,1488,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:0,,9.54,,796.7015991,,4844,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:0,,N/F,,N/F,,4844,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:0,,N/F,,N/F,,4844,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-34:1,,9.54,,762.5255737,,443,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:1,,N/F,,N/F,,443,Linear,0.000, ,N/F,,N/F,,,,,1
PG-DAG-34:1,,N/F,,N/F,,443,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-21:0,,9.56,,580.4155273,,450,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-21:0,,N/F,,N/F,,450,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-21:0,,N/F,,N/F,,450,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-34:2,,9.62,,730.536499,,17160,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-34:2,,N/F,,N/F,,17160,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-34:2,,N/F,,N/F,,17160,Linear,0.000, ,N/F,,N/F,,,,,3
C16PA,,9.57,,688.4862061,,621,Linear,0.000, ,N/A,,N/A,,,,,1
C16PA,,N/F,,N/F,,621,Linear,0.000, ,N/F,,N/F,,,,,2
C16PA,,N/F,,N/F,,621,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-33:1,,9.63,,740.522583,,439,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-33:1,,N/F,,N/F,,439,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DAG-33:1,,N/F,,N/F,,439,Linear,0.000, ,N/F,,N/F,,,,,2
C16PME,,9.66,,706.5387573,,130393,Linear,0.000, ,N/A,,N/A,,,,,1
C16PME,,9.65,,728.5184326,,130393,Linear,0.000, ,N/A,,N/A,,,,,2
C16PME,,N/F,,N/F,,130393,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-19:0,,9.61,,552.3848877,,950,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,N/F,,N/F,,950,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-19:0,,N/F,,N/F,,950,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-30:0,,9.77,,678.5073853,,25525,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-30:0,,N/F,,N/F,,25525,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-30:0,,N/F,,N/F,,25525,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-30:1,,9.71,,682.5637207,,7089,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-30:1,,9.74,,704.5412598,,7089,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-30:1,,N/F,,N/F,,7089,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:1,,9.88,,792.5740356,,1239,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:1,,N/F,,N/F,,1239,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-36:1,,N/F,,N/F,,1239,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-29:0,,9.84,,670.5616455,,78856,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-29:0,,N/F,,N/F,,78856,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-29:0,,N/F,,N/F,,78856,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:2,,9.88,,792.5740356,,1239,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:2,,N/F,,N/F,,1239,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-36:2,,N/F,,N/F,,1239,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-29:4,,9.87,,673.4573364,,772,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-29:4,,N/F,,N/F,,772,Linear,0.000, ,N/F,,N/F,,,,,1
PME-DAG-29:4,,N/F,,N/F,,772,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-28:0,,9.87,,656.5462646,,94596,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-28:0,,N/F,,N/F,,94596,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-28:0,,N/F,,N/F,,94596,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-34:2,,9.94,,764.5444946,,55803,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-34:2,,9.94,,747.5180054,,55803,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:2,,9.95,,769.4991455,,55803,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-34:3,,9.84,,745.5050049,,7281,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-34:3,,9.83,,767.4871216,,7281,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-34:3,,N/F,,N/F,,7281,Linear,0.000, ,N/F,,N/F,,,,,1
C16-PG,,10.02,,745.5019531,,30131,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PG,,9.97,,767.4786377,,30131,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PG,,N/F,,N/F,,30131,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-32:1,,10.07,,738.5249634,,5335,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-32:1,,N/F,,N/F,,5335,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-32:1,,N/F,,N/F,,5335,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DEG-37:0,,10.07,,774.5973511,,1184,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DEG-37:0,,N/F,,N/F,,1184,Linear,0.000, ,N/F,,N/F,,,,,1
