Compound,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
MGDG-34:5,,N/F,,N/F,,60660,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-36:4,,3.49,,779.5690308,,55256,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:4,,3.54,,796.5945435,,55256,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:4,,N/F,,N/F,,55256,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-32:1,,3.52,,749.5206909,,16589,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-32:1,,3.48,,727.5388794,,16589,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-32:1,,N/F,,N/F,,16589,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-34:7,,3.47,,743.4720459,,5119,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:7,,N/F,,N/F,,5119,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-34:7,,N/F,,N/F,,5119,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-36:2,,3.6,,800.6241455,,3770674,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:2,,3.6,,805.5811157,,3770674,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:2,,N/F,,N/F,,3770674,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-37:3,,3.59,,814.6394043,,689777,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-37:3,,N/F,,N/F,,689777,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-37:3,,N/F,,N/F,,689777,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-31:0,,3.55,,734.5740967,,48843,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-31:0,,3.56,,739.5317383,,48843,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-31:0,,N/F,,N/F,,48843,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-36:0,,3.58,,804.6531372,,201114,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:0,,3.59,,809.6101074,,201114,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:0,,N/F,,N/F,,201114,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-30:2,,3.69,,699.5056152,,702100,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:2,,N/F,,N/F,,702100,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-30:2,,N/F,,N/F,,702100,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-30:0,,3.88,,720.5620728,,20586266,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:0,,3.9,,725.5181885,,20586266,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:0,,3.75,,703.5366211,,20586266,Linear,0.000, ,N/A,,N/A,,,,,3
Gly-Cer-22:2,,5.98,,603.4586792,,1402,Linear,0.000, ,N/A,,N/A,,,,,2
Gly-Cer-22:2,,N/F,,N/F,,1402,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-Cer-22:2,,N/F,,N/F,,1402,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-40:1,,7.6,,822.7175903,,798190,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-40:1,,N/F,,N/F,,798190,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-40:1,,N/F,,N/F,,798190,Linear,0.000, ,N/F,,N/F,,,,,3
1-GLC-CER,,7.62,,728.6026611,,119721,Linear,0.000, ,N/A,,N/A,,,,,1
1-GLC-CER,,N/F,,N/F,,119721,Linear,0.000, ,N/F,,N/F,,,,,2
1-GLC-CER,,N/F,,N/F,,119721,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:4,,7.66,,758.5921631,,2277495,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:4,,7.64,,780.5765991,,2277495,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-36:4,,N/F,,N/F,,2277495,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-38:0,,7.61,,786.6226807,,668351,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-38:0,,7.61,,786.6226807,,668351,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-38:0,,N/F,,N/F,,668351,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-38:0,,N/F,,N/F,,668351,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-38:0,,N/F,,N/F,,668351,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-38:0,,N/F,,N/F,,668351,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-33:1,,7.7,,746.5924683,,94448,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-33:1,,N/F,,N/F,,94448,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-33:1,,N/F,,N/F,,94448,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:2,,7.7,,736.6079712,,32037770,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:2,,7.7,,736.6079712,,32037770,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:2,,7.66,,758.5921631,,32037770,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:2,,N/F,,N/F,,32037770,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:2,,N/F,,N/F,,32037770,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:2,,N/F,,N/F,,32037770,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-38:5,,7.61,,786.6226807,,334176,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-38:5,,N/F,,N/F,,334176,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-38:5,,N/F,,N/F,,334176,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-32:1,,7.76,,710.592041,,38577571,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:1,,7.7,,732.5769043,,38577571,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:1,,N/F,,N/F,,38577571,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-37:5,,7.66,,772.6052856,,1982,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-37:5,,N/F,,N/F,,1982,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-37:5,,N/F,,N/F,,1982,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:6,,7.7,,754.5612183,,596902,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:6,,N/F,,N/F,,596902,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:6,,N/F,,N/F,,596902,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS,,7.77,,712.6056519,,18086645,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS,,7.7,,734.59198,,18086645,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS,,7.73,,729.6328125,,18086645,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:4,,7.7,,732.5769043,,6327248,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:4,,7.7,,754.5612183,,6327248,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:4,,N/F,,N/F,,6327248,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:1,,7.82,,682.5610962,,39152953,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:1,,7.75,,704.5454102,,39152953,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:1,,7.72,,699.5916748,,39152953,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:5,,7.67,,756.5767212,,3534782,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:5,,7.79,,773.6000977,,3534782,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:5,,7.67,,756.5767212,,3534782,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-36:5,,7.79,,773.6000977,,3534782,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-36:5,,7.79,,773.6000977,,3534782,Linear,0.000, ,N/A,,N/A,,,,,8
DGTS-36:5,,N/F,,N/F,,3534782,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:5,,N/F,,N/F,,3534782,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-36:5,,N/F,,N/F,,3534782,Linear,0.000, ,N/F,,N/F,,,,,7
DGTS-36:5,,N/F,,N/F,,3534782,Linear,0.000, ,N/F,,N/F,,,,,9
DGTS-31:0,,7.79,,698.5912476,,19129965,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:0,,7.77,,715.6172485,,19129965,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:0,,7.72,,720.5727539,,19129965,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-29:0,,7.75,,670.5616455,,757627,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-29:0,,7.82,,687.5854492,,757627,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:0,,7.81,,692.5457764,,757627,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:0,,7.73,,740.6366577,,3813789,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:0,,7.72,,757.6658325,,3813789,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:0,,8.16,,738.6207886,,3813789,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:0,,8.24,,755.6544189,,3813789,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-34:0,,8.11,,760.6091309,,3813789,Linear,0.000, ,N/A,,N/A,,,,,5
DGTS-34:0,,7.85,,762.6237183,,3813789,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-34:1,,7.7,,738.62323,,40151415,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:1,,7.63,,760.607605,,40151415,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:1,,7.53,,755.6539307,,40151415,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-34:1,,7.75,,760.6083984,,40151415,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-34:1,,N/F,,N/F,,40151415,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:1,,N/F,,N/F,,40151415,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:3,,7.7,,734.59198,,5325767,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:3,,7.85,,751.619751,,5325767,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:3,,N/F,,N/F,,5325767,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-35:1,,7.82,,767.6541748,,6669,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-35:1,,7.82,,772.602417,,6669,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-35:1,,N/F,,N/F,,6669,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-28:1,,7.86,,654.5303345,,37031376,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:1,,7.81,,676.5141602,,37031376,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:1,,7.77,,671.5593262,,37031376,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-30:0,,7.82,,684.5755615,,38797864,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:0,,7.77,,706.5609741,,38797864,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:0,,7.79,,701.6016235,,38797864,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:3,,7.81,,760.6099243,,11615,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:3,,N/F,,N/F,,11615,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:3,,N/F,,N/F,,11615,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:6,,7.87,,745.5698242,,8516,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:6,,N/F,,N/F,,8516,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:6,,N/F,,N/F,,8516,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-28:0,,7.88,,656.5454712,,126473043,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:0,,7.86,,673.5696411,,126473043,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:0,,7.82,,678.5308228,,126473043,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:0,,7.91,,734.5921631,,3825,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:0,,N/F,,N/F,,3825,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:0,,N/F,,N/F,,3825,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-26:2,,7.91,,624.4813843,,2168,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:2,,N/F,,N/F,,2168,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-26:2,,N/F,,N/F,,2168,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:8,,7.94,,729.5379639,,5419,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:8,,7.97,,734.4985352,,5419,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:8,,N/F,,N/F,,5419,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-27:0,,7.92,,642.5300293,,43760700,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-27:0,,7.89,,659.5539551,,43760700,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-27:0,,7.87,,664.5135498,,43760700,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:3,,7.93,,723.5889282,,1091,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:3,,N/F,,N/F,,1091,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:3,,N/F,,N/F,,1091,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-26:0,,7.95,,628.5151978,,31184825,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:0,,7.92,,645.5393066,,31184825,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-26:0,,7.89,,650.4976196,,31184825,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-26:0,,8.01,,639.4260254,,1747,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-26:0,,N/F,,N/F,,1747,Linear,0.000, ,N/F,,N/F,,,,,2
PG-DAG-26:0,,N/F,,N/F,,1747,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-35:0,,8.08,,769.6695557,,29499,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-35:0,,N/F,,N/F,,29499,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-35:0,,N/F,,N/F,,29499,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-31:1,,8.13,,696.5758057,,151591,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:1,,8.22,,713.6062012,,151591,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:1,,N/F,,N/F,,151591,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-33:0,,8.14,,736.609375,,80358,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-33:0,,N/F,,N/F,,80358,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-33:0,,N/F,,N/F,,80358,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-33:0,,N/F,,N/F,,80358,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-33:0,,N/F,,N/F,,80358,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-33:0,,N/F,,N/F,,80358,Linear,0.000, ,N/F,,N/F,,,,,6
PDME-DAG-35:1,,8.29,,760.5863647,,126686,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-35:1,,N/F,,N/F,,126686,Linear,0.000, ,N/F,,N/F,,,,,2
PDME-DAG-35:1,,N/F,,N/F,,126686,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-25:0,,8.28,,614.5005493,,5793,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-25:0,,8.33,,631.5261841,,5793,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-25:0,,N/F,,N/F,,5793,Linear,0.000, ,N/F,,N/F,,,,,3
C16PDME,,8.42,,720.5561523,,523373,Linear,0.000, ,N/A,,N/A,,,,,1
C16PDME,,8.41,,737.5794067,,523373,Linear,0.000, ,N/A,,N/A,,,,,2
C16PDME,,N/F,,N/F,,523373,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-26:0,,8.38,,645.5423584,,637,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-26:0,,N/F,,N/F,,637,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-26:0,,N/F,,N/F,,637,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-24:0,,8.36,,600.4835815,,10824,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-24:0,,8.42,,617.5128174,,10824,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-24:0,,N/F,,N/F,,10824,Linear,0.000, ,N/F,,N/F,,,,,3
PDME-DAG-30:0,,8.5,,692.5254517,,2245967,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-30:0,,8.49,,709.5491943,,2245967,Linear,0.000, ,N/A,,N/A,,,,,2
PDME-DAG-30:0,,N/F,,N/F,,2245967,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:2,,9.44,,786.617981,,86423,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:2,,9.56,,781.6702881,,86423,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-36:2,,N/F,,N/F,,86423,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:6,,9.45,,784.6104126,,745933,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:6,,N/F,,N/F,,745933,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:6,,N/F,,N/F,,745933,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:6,,9.52,,756.5778198,,314411,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:6,,9.5,,778.5559082,,314411,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-36:6,,N/F,,N/F,,314411,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:5,,9.51,,786.6227417,,13109,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:5,,N/F,,N/F,,13109,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:5,,N/F,,N/F,,13109,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-42:11,,9.55,,852.5783081,,1537,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-42:11,,N/F,,N/F,,1537,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-42:11,,N/F,,N/F,,1537,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:0,,9.57,,796.7033691,,78039,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:0,,N/F,,N/F,,78039,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:0,,N/F,,N/F,,78039,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-40:10,,9.6,,812.5562134,,688948,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-40:10,,N/F,,N/F,,688948,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-40:10,,N/F,,N/F,,688948,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:1,,9.53,,760.6055298,,13632252,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:1,,9.64,,738.6238403,,13632252,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:1,,N/F,,N/F,,13632252,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-34:1,,9.6,,745.5041504,,4576,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-34:1,,9.62,,767.4801636,,4576,Linear,0.000, ,N/A,,N/A,,,,,3
PG-DAG-34:1,,N/F,,N/F,,4576,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-21:0,,9.5,,558.4363403,,1817,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-21:0,,9.61,,580.4203491,,1817,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-21:0,,N/F,,N/F,,1817,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,9.64,,736.6085815,,8196913,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:2,,9.51,,758.5927734,,8196913,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:2,,N/F,,N/F,,8196913,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-34:2,,9.55,,730.5369263,,98852,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-34:2,,9.56,,747.5682983,,98852,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-34:2,,N/F,,N/F,,98852,Linear,0.000, ,N/F,,N/F,,,,,3
C16PA,,9.64,,688.4920044,,142100,Linear,0.000, ,N/A,,N/A,,,,,1
C16PA,,9.64,,671.4612427,,142100,Linear,0.000, ,N/A,,N/A,,,,,2
C16PA,,N/F,,N/F,,142100,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:4,,9.61,,732.5780029,,1951956,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:4,,N/F,,N/F,,1951956,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:4,,N/F,,N/F,,1951956,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-33:1,,9.63,,718.5377197,,249806,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-33:1,,N/F,,N/F,,249806,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-33:1,,N/F,,N/F,,249806,Linear,0.000, ,N/F,,N/F,,,,,3
C16PME,,9.69,,706.5369873,,331779,Linear,0.000, ,N/A,,N/A,,,,,1
C16PME,,9.73,,728.522644,,331779,Linear,0.000, ,N/A,,N/A,,,,,2
C16PME,,9.72,,723.5614624,,331779,Linear,0.000, ,N/A,,N/A,,,,,3
C16-PE,,9.73,,692.5221558,,2058506,Linear,0.000, ,N/A,,N/A,,,,,1
C16-PE,,9.73,,714.5043335,,2058506,Linear,0.000, ,N/A,,N/A,,,,,2
C16-PE,,N/F,,N/F,,2058506,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-19:0,,9.7,,552.3870239,,854,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-19:0,,N/F,,N/F,,854,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-19:0,,N/F,,N/F,,854,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DAG-30:0,,9.76,,678.5065308,,5837162,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-30:0,,9.76,,700.4884644,,5837162,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-30:0,,9.72,,695.5317383,,5837162,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-30:1,,9.73,,682.5614624,,33310463,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-30:1,,9.72,,704.5456543,,33310463,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-30:1,,N/F,,N/F,,33310463,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-31:0,,9.73,,692.5221558,,2058506,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-31:0,,9.73,,714.5043335,,2058506,Linear,0.000, ,N/A,,N/A,,,,,2
PME-DAG-31:0,,N/F,,N/F,,2058506,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:1,,9.83,,792.5740967,,13340340,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:1,,9.83,,775.5476685,,13340340,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:1,,9.83,,797.5296631,,13340340,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-29:0,,9.85,,670.5612183,,23552843,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-29:0,,9.81,,687.5855103,,23552843,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-29:0,,9.79,,692.5447388,,23552843,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DEG-36:5,,9.84,,710.5455322,,8296,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DEG-36:5,,N/F,,N/F,,8296,Linear,0.000, ,N/F,,N/F,,,,,2
PME-DEG-36:5,,N/F,,N/F,,8296,Linear,0.000, ,N/F,,N/F,,,,,3
PG-DAG-36:2,,9.83,,792.5740967,,13340340,Linear,0.000, ,N/A,,N/A,,,,,1
PG-DAG-36:2,,9.83,,775.5476685,,13340340,Linear,0.000, ,N/A,,N/A,,,,,2
PG-DAG-36:2,,9.83,,797.5296631,,13340340,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-29:4,,9.88,,678.4133911,,9185,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-29:4,,N/F,,N/F,,9185,Linear,0.000, ,N/F,,N/F,,,,,1
