Compound,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
MGDG-19:2,,1.2,,549.3612061,,62775,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-19:2,,1.14,,566.3908691,,62775,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-19:2,,2.68,,571.3450317,,62775,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-19:2,,1.2,,549.3612061,,62775,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-19:2,,1.14,,566.3908691,,62775,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-19:2,,2.68,,571.3450317,,62775,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-31:1,,3.36,,732.5586548,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-31:1,,9.97,,737.5153809,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-31:1,,31.28,,715.5379639,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-31:1,,3.36,,732.5586548,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-31:1,,9.97,,737.5153809,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-31:1,,31.28,,715.5379639,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
MGDG-31:1,,3.36,,732.5586548,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
MGDG-31:1,,9.97,,737.5153809,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,9
MGDG-31:1,,31.28,,715.5379639,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,10
MGDG-31:1,,3.36,,732.5586548,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,11
MGDG-31:1,,9.97,,737.5153809,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,12
MGDG-31:1,,31.28,,715.5379639,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,13
MGDG-31:1,,3.36,,732.5586548,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,14
MGDG-31:1,,9.97,,737.5153809,,4041147,Linear,0.000, ,N/A,ng,N/A,ng,,,,15
MGDG-31:1,,N/F,,N/F,,4041147,Linear,0.000, ,N/F,ng,N/F,ng,,,,1
MGDG-34:5,,4.01,,747.506897,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-34:5,,7.41,,764.5334473,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-34:5,,18.09,,769.4854736,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-34:5,,4.01,,747.506897,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-34:5,,7.41,,764.5334473,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-34:5,,18.09,,769.4854736,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-34:5,,4.01,,747.506897,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
MGDG-34:5,,7.41,,764.5334473,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
MGDG-34:5,,18.09,,769.4854736,,21319598,Linear,0.000, ,N/A,ng,N/A,ng,,,,9
MGDG-41:3,,0.88,,853.6780396,,347397,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-41:3,,0.91,,870.6991577,,347397,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-41:3,,1.29,,875.6566162,,347397,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-25:4,,6.68,,558.3945313,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
PE-DEG-25:4,,1.21,,575.4204712,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
PE-DEG-25:4,,5.4,,580.3710327,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-25:4,,6.68,,558.3945313,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
PE-DEG-25:4,,1.21,,575.4204712,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
PE-DEG-25:4,,5.4,,580.3710327,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
PE-DEG-25:4,,6.68,,558.3945313,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
PE-DEG-25:4,,1.21,,575.4204712,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
PE-DEG-25:4,,5.4,,580.3710327,,551254,Linear,0.000, ,N/A,ng,N/A,ng,,,,9
PE-DEG-27:4,,1.34,,586.4205322,,1969810,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
PE-DEG-27:4,,2.72,,603.4483032,,1969810,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
PE-DEG-27:4,,5.05,,608.4024658,,1969810,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-32:1,,3.38,,744.56073,,2286525,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-32:1,,5.73,,727.5327759,,2286525,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-32:1,,4.01,,749.513855,,2286525,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-37:3,,0.92,,814.6380005,,3030650,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-37:3,,1.61,,819.5942993,,3030650,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-37:3,,1.04,,797.6172485,,3030650,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-27:2,,1.11,,676.5026855,,240554,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-27:2,,20.52,,681.4550781,,240554,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-27:2,,1.07,,659.4750366,,240554,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-36:0,,1.12,,809.6146851,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-36:0,,1.12,,809.6146851,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-36:0,,1.12,,809.6146851,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-36:0,,21.04,,787.6308594,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-36:0,,19.95,,804.6525879,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-36:0,,21.04,,787.6308594,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-36:0,,19.95,,804.6525879,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
MGDG-36:0,,21.04,,787.6308594,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
MGDG-36:0,,19.95,,804.6525879,,134939,Linear,0.000, ,N/A,ng,N/A,ng,,,,9
MGDG-36:4,,1.16,,796.59198,,194742,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-36:4,,1.21,,779.5632935,,194742,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-36:4,,7.71,,801.5518799,,194742,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-30:2,,3.44,,716.527832,,42179935,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-30:2,,4.96,,699.5045166,,42179935,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-30:2,,3.42,,721.4876709,,42179935,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-35:3,,1.22,,700.5617065,,233241,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
PE-DEG-35:3,,25.54,,717.5905151,,233241,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
PE-DEG-35:3,,2.72,,722.5455322,,233241,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-30:0,,1.77,,658.5135498,,1204552,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
PE-DEG-30:0,,1.77,,658.5135498,,1204552,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
PE-DEG-30:0,,0.1,,636.5315552,,1204552,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-30:0,,0.1,,636.5315552,,1204552,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
PE-DEG-30:0,,21.03,,653.5566406,,1204552,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
PE-DEG-30:0,,21.03,,653.5566406,,1204552,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
PE-DEG-24:3,,1.71,,563.4160156,,632423,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
PE-DEG-24:3,,1.71,,563.4160156,,632423,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
PE-DEG-24:3,,3.59,,546.3936157,,632423,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-24:3,,12.29,,568.3758545,,632423,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
