Compound,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
MGDG-19:2,,7.19,,549.3660278,,269352,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-19:2,,1.13,,566.3905029,,269352,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-19:2,,13.86,,571.3448486,,269352,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-19:2,,7.19,,549.3660278,,269352,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-19:2,,1.13,,566.3905029,,269352,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-19:2,,13.86,,571.3448486,,269352,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-31:1,,3.38,,732.56073,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-31:1,,10.79,,737.5158081,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-31:1,,20.39,,715.5358276,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-31:1,,3.38,,732.56073,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-31:1,,10.79,,737.5158081,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-31:1,,20.39,,715.5358276,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
MGDG-31:1,,3.38,,732.56073,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
MGDG-31:1,,10.79,,737.5158081,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,9
MGDG-31:1,,20.39,,715.5358276,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,10
MGDG-31:1,,3.38,,732.56073,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,11
MGDG-31:1,,10.79,,737.5158081,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,12
MGDG-31:1,,20.39,,715.5358276,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,13
MGDG-31:1,,3.38,,732.56073,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,14
MGDG-31:1,,10.79,,737.5158081,,10374599,Linear,0.000, ,N/A,ng,N/A,ng,,,,15
MGDG-31:1,,N/F,,N/F,,10374599,Linear,0.000, ,N/F,ng,N/F,ng,,,,1
MGDG-34:5,,11.17,,747.5016479,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-34:5,,3.27,,764.5327148,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-34:5,,9.98,,769.4827271,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-34:5,,11.17,,747.5016479,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-34:5,,3.27,,764.5327148,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-34:5,,9.98,,769.4827271,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-34:5,,11.17,,747.5016479,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
MGDG-34:5,,3.27,,764.5327148,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
MGDG-34:5,,9.98,,769.4827271,,691855,Linear,0.000, ,N/A,ng,N/A,ng,,,,9
MGDG-41:3,,21.89,,853.6723022,,693702,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-41:3,,0.91,,870.699585,,693702,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-41:3,,7.91,,875.6542358,,693702,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-25:4,,6.37,,558.3893433,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
PE-DEG-25:4,,6.7,,575.4169922,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
PE-DEG-25:4,,6.18,,580.3709106,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
PE-DEG-25:4,,6.37,,558.3893433,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
PE-DEG-25:4,,6.7,,575.4169922,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
PE-DEG-25:4,,6.18,,580.3709106,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
PE-DEG-25:4,,6.37,,558.3893433,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
PE-DEG-25:4,,6.7,,575.4169922,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
PE-DEG-25:4,,6.18,,580.3709106,,470752,Linear,0.000, ,N/A,ng,N/A,ng,,,,9
PE-DEG-27:4,,2.34,,586.4207764,,3183788,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
PE-DEG-27:4,,6.63,,603.4481812,,3183788,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
PE-DEG-27:4,,6.08,,608.4024048,,3183788,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-32:1,,0.92,,744.5587769,,2004766,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-32:1,,4.57,,727.5353394,,2004766,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-32:1,,8.31,,749.5168457,,2004766,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-37:3,,0.91,,814.637207,,7627446,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-37:3,,8.02,,819.595459,,7627446,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-37:3,,23.92,,797.6107178,,7627446,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-27:2,,1.03,,676.4979858,,439234,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-27:2,,10.74,,681.4520264,,439234,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-27:2,,7.5,,659.4761353,,439234,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-36:0,,4.52,,809.6089478,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,1
MGDG-36:0,,4.52,,809.6089478,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,2
MGDG-36:0,,4.52,,809.6089478,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,3
MGDG-36:0,,23.16,,787.6282349,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,4
MGDG-36:0,,4.53,,804.6542358,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,5
MGDG-36:0,,23.16,,787.6282349,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,6
MGDG-36:0,,4.53,,804.6542358,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,7
MGDG-36:0,,23.16,,787.6282349,,7637206,Linear,0.000, ,N/A,ng,N/A,ng,,,,8
